idx,saq1_1,saq1_2,saq2_1,saq2_2,saq3_1,saq3_2,saq4_1,saq4_2,saq5_1,saq5_2,saq6_1,saq6_2,saq7_1,saq7_2,saq8_1,saq8_2,saq9_1,saq9_2,saq10_1,saq10_2,saq11_1,saq11_2,saq12_1,saq12_2,saq13_1,saq13_2,saq14_1,saq14_2,saq15_1,saq15_2,saq16_1,saq16_2,saq17_1,saq17_2,saq18_1,saq18_2,saq19_1,saq19_2,saq20_1,saq20_2,saq21_1,saq21_2,saq22_1,saq22_2,saq23_1,saq23_2,saq24_1,saq24_2,saq25_1,saq25_2,saq26_1,saq26_2,saq27_1,saq27_2,saq28_1,saq28_2,saq29_1,saq29_2,saq30_1,saq30_2,saq31_1,saq31_2,saq32_1,saq32_2,saq33_1,saq33_2,saq34_1,saq34_2,saq35_1,saq35_2,saq36_1,saq36_2,saq37_1,saq37_2,saq38_1,saq38_2,saq39_1,saq39_2,saq40_1,saq40_2,saq41_1,saq41_2,saq42_1,saq42_2,saq43_1,saq43_2,saq44_1,saq44_2,vq1,vq2,vq3,vq4,vq5,vq6,vq7,vq8,vq9,vq10,vq11,vq12,vq13,bq1,bq2,bq3,bq4,bq4_1a,bq4_1b,bq4_1c,bq5,bq5_1,bq5_2,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13_1,bq13_2,bq13_3,bq14_1,bq14_2,bq14_3,bq14_4,bq14_5,bq14_6,bq14_7,bq15,bq16_1,bq16_2,bq16_3,bq16_4,bq16_5,bq16_6,bq16_7,bq16_8,bq16_9,bq16_10,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq18_8,bq18_9,bq18_10,bq19,bq20,bq20_1,bq21_1,bq21_2,bq21_3,bq21_4,bq22_1,bq22_2,bq22_3,bq22_4,bq22_5,bq22_6,bq23_1,bq23_2,bq23_3,bq24,bq25,bq26,bq26_1,bq27_1,bq27_2,bq28,bq29,bq30_1,bq30_2,bq30_3,knowcode
32803,5,7,5,7,5,7,4,6,3,4,3,4,4,5,3,5,4,5,3,3,3,3,2,4,4,5,4,5,4,5,3,4,3,4,3,4,4,6,4,5,4,6,2,2,2,2,2,2,2,2,2,3,2,3,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,3,3,1, ,1, ,1, ,1, ,1, ,3,4,3,4,4,4,4,4,4,4,4,3,3,4,4,3,4,16,5,5,1,교육학 박사학위, , ,2, , ,6,7,4,4,4,4,5,3,3,3,4,4,4,2,3,3,4,3,4,3,2,3,3,4,4,4,3,3,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2, ,2,2,낮은 출산률에 비해 교육에 대한  높은 관심,3,3,3,1,5,6,5,4,5,5,4,5,4,2,59,6,교육학,1,1,1,50,6500,4000, ,110104
32804,4,4,3,4,2,2,2,3,3,3,4,4,3,3,3,3,2,3,4,4,4,5,2,2,2,3,3,3,2,3,4,4,3,3,3,3,2,3,3,3,4,4,5,5,2,3,2,3,4,4,3,3,4,5,4,5,4,4,3,3,3,3,3,3,5,5,4,4,4,5,4,4,2,2,4,4,2,3,2,2,2,1,2,2,3,3,3,2,4,3,3,4,3,3,4,4,2,3,3,4,3,3,1,2,1,산업계측제어,전기기능사,산업기사,2, , ,4,5,4,3,2,4,4,4,5,4,3,4,4,2,4,4,3,3,4,4,3,4,3,4,4,4,3,4,5,3,5,3,4,3,3,2,2,2,2,2,2,2,2,2, ,1,3,기계 대체 불가,3,3,3,2,3,5,5,7,6,5,5,5,5,1,47,4,기계,1,1,1,40,5700,4200, ,153103
32805,3,5,5,6,4,4,4,5,1, ,1, ,1, ,4,4,3,3,1, ,1, ,4,4,4,5,3,4,4,4,4,4,4,5,3,3,3,4,4,5,3,3,3,4,4,5,1, ,1, ,1, ,1, ,1, ,1, ,1, ,4,3,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,4,4,2,3,5,4,4,3,4,5,4,5,4,4,3,3,4,17,1,2,1,의료코디네이트 자격증, , ,2, , ,2,2,3,3,2,3,4,3,3,2,2,3,3,3,2,2,2,3,2,2,2,3,4,2,5,3,4,2,3,4,3,2,3,5,3,2,2,2,2,2,2,2,2,2, ,2,4,고객에 대한 서비스 발달로,2,3,2,2,7,8,5,2,4,4,5,7,4,2,23,3,경영학,1,1,1,48,2280,2000, ,29202
32806,4,6,4,5,1, ,4,6,1, ,4,6,1, ,4,6,5,6,4,6,4,6,4,6,5,6,1, ,4,6,4,6,4,6,1, ,4,6,4,5,4,6,4,6,4,5,4,5,1, ,4,5,1, ,1, ,1, ,1, ,4,6,1, ,1, ,1, ,1, ,1, ,1, ,4,6,4,5,4,6,4,6,4,6,4,6,4,6,4,4,5,4,4,4,4,4,4,5,4,4,4,17,1,1,1,이비인후과전문의, , ,1,6,이비인후과 전문의 수련 과정,6,5,4,4,5,5,4,4,5,9,9,4,5,1,4,4,4,4,3,4,4,4,3,3,3,4,4,3,4,4,4,4,3,4,3,2,2,2,2,2,2,2,2,2, ,2,4,의료에 대한 접근성의 증가,2,2,2,1,8,7,7,4,3,3,6,4,3,1,42,4,의학,2,5,1,48, , ,15000,301105
32807,4,6,4,6,3,5,2,3,2,3,3,4,3,3,4,4,4,4,2,4,1, ,2,2,3,3,1, ,1, ,2,3,1, ,1, ,4,4,1, ,1, ,2,2,2,3,3,5,1, ,3,2,3,3,3,3,1, ,1, ,1, ,1, ,2,3,2,2,1, ,1, ,1, ,1, ,2,2,1, ,1, ,1, ,3,3,2,2,3,3,3,4,4,4,4,3,3,3,4,4,3,14,1,3,1,수질환경산업기사, , ,2, , ,7,5,5,4,4,4,3,4,4,4,3,4,4,3,4,4,4,2,3,3,2,4,3,4,4,3,3,3,3,3,4,2,3,4,4,2,2,2,2,2,2,2,2,2, ,2,3,항상 필요하고 있어야 할 직업,3,3,3,2,7,6,6,4,4,5,3,4,6,1,39,4,환경공학,1,1,1,48,4200,2800, ,155302
32808,5,6,5,6,5,6,5,6,4,6,5,6,5,5,4,7,4,6,5,6,4,6,5,6,4,5,4,5,5,5,5,6,4,5,5,5,4,6,5,6,4,6,4,5,4,5,4,5,3,4,4,6,3,6,4,6,4,5,4,5,4,5,3,5,3,4,2,5,3,4,4,5,4,5,3,4,4,2,3,4,4,5,4,4,3,5,4,4,4,4,3,4,3,4,4,4,3,3,5,5,4,17,1,1,1,피부과전문의,의사면허증, ,1,6,레지던트,6,7,4,4,4,4,5,4,3,3,4,4,4,4,4,4,3,4,4,3,3,3,4,3,4,3,4,5,5,4,3,3,3,4,3,2,2,2,2,2,2,2,2,2, ,3,3,피부과는 인기 직종이라서,3,3,1,2,4,5,7,7,5,6,5,6,6,2,35,6,의학,2,5,1,40, , ,15000,301112
32809,4,5,4,5,4,5,4,6,4,5,4,6,4,5,4,5,4,6,4,5,4,5,4,6,4,5,4,6,4,5,4,5,4,6,4,5,3,5,4,5,4,5,4,5,4,5,4,5,4,5,1, ,1, ,2,3,3,4,2,3,3,4,4,4,1, ,1, ,1, ,1, ,3,4,3,4,3,4,3,4,4,5,3,4,4,5,4,5,3,4,3,3,4,4,4,3,3,3,4,4,4,15,2,2,1,행정사, , ,2, , ,4,5,4,5,5,5,5,3,3,4,3,4,4,3,4,4,4,4,3,4,4,3,3,4,4,3,3,4,4,3,4,4,3,4,4,2,2,2,2,2,2,2,2,2, ,1,3,별 변화 없을듯,3,3,3,2,6,3,4,3,3,6,5,7,7,1,43,5,행정학,1,1,1,35,3900,3400, ,29903
32810,2,3,3,5,3,2,4,5,4,5,4,4,3,4,2,4,3,2,3,5,3,5,3,3,3,5,3,4,2,3,4,4,2,3,2,3,2,4,2,4,3,2,4,5,3,3,3,3,2,3,3,3,3,3,3,4,3,5,3,5,2,3,2,2,2,3,3,5,3,3,3,4,2,4,3,3,3,3,4,5,4,5,4,5,4,3,2,4,2,2,2,2,3,3,2,2,2,2,3,2,2,6,1,3,1,토목감리기술사, , ,2, , ,6,4,4,4,4,4,3,3,2,2,3,3,3,2,4,4,3,3,2,3,4,3,3,3,4,4,4,3,3,4,3,4,4,3,3,1,1,1,2,1,2,2,1,1,기술 자동화 도입으로 신기술 발달,4,3,변화 없다,1,1,2,2,6,7,7,7,6,7,7,6,4,1,62,3,토목공학,2,5,1,52, , ,4500,140304
32811,5,7,5,6,5,6,5,6,5,7,4,6,4,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,7,5,7,4,6,4,6,5,7,5,6,5,5,5,5,5,6,4,5,5,6,5,6,5,7,5,7,5,6,5,7,4,6,5,5,5,2,4,6,5,6,5,6,4,6,5,6,5,7,4,6,5,5,5,7,4,6,5,4,3,3,3,3,3,4,3,3,3,4,3,15,2,5,1,박사학위, , ,2, , ,6,7,3,3,4,3,3,4,3,3,4,5,4,3,4,3,3,4,3,3,3,4,3,4,3,3,4,4,3,4,3,3,4,3,4,2,2,2,2,2,2,2,2,2, ,2,3,자영자같은 직업의 위상,3,3,3,2,1,2,1,2,3,2,2,3,3,2,40,6,제약학,1,1,1,40,4000,3000, ,122102
32812,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,2,3,2,3,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,2,3,2,3,1, ,2,3,2,3,1, ,2,3,1, ,1, ,1, ,3,3,4,3,3,3,3,2,3,3,3,2,3,1,1,2,1,식품가공 기능사, , ,2, , ,7,2,3,2,2,4,3,3,3,3,4,4,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2, ,2,2,수입이 많이 되고있다,2,3,3,1,4,5,6,6,6,6,5,5,6,1,52,2,기계,1,1,1,40,3000,2600, ,873101
32813,1, ,3,4,1, ,1, ,1, ,1, ,3,4,1, ,1, ,1, ,1, ,1, ,3,4,1, ,3,4,1, ,1, ,1, ,1, ,4,5,3,4,1, ,1, ,2,3,2,3,2,3,2,3,1, ,2,2,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,2,2,2,2,2,3,1, ,1, ,4,4,2,3,4,2,4,4,4,4,4,4,4,19,1,2,1,미용사, , ,1,4,미용,4,3,3,3,3,3,4,4,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2, ,1,3,지금과 다르지 않을것 같다,3,3,3,2,4,5,3,5,7,6,7,8,4,2,32,3,미용,1,1,1,48,3500,2500, ,511201
32814,5,5,5,6,4,6,4,5,4,5,4,6,3,5,4,5,4,5,4,5,4,6,4,6,4,6,3,4,3,4,4,5,3,5,4,5,2,3,1, ,3,4,4,5,3,5,4,6,2,3,2,3,1, ,1, ,1, ,1, ,3,4,2,4,1, ,1, ,1, ,1, ,3,4,1, ,1, ,2,3,3,4,2,4,4,5,2,4,4,4,3,4,4,4,4,4,3,4,4,4,4,17,1,5,1,비즈니스영어회화, , ,2, , ,5,5,4,3,3,4,5,4,4,4,4,3,4,3,3,3,4,4,3,3,2,2,4,5,5,4,4,2,2,3,4,4,4,4,4,1,2,2,2,2,2,2,2,2,효소전환 기술 개발,2,3,"수출 증가, 바이오 소재 급부상",2,2,2,1,3,3,3,4,5,5,5,5,5,1,33,4,무역학,1,1,1,48,3800,3000, ,612201
32815,5,6,5,6,4,5,4,5,3,4,4,5,4,5,4,5,5,5,4,5,4,5,4,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,6,4,5,3,4,4,5,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,4,3,4,4,4,3,4,4,3,4,4,4,3,4,3,4,15,2,2,1,변리사, , ,1,4,현장연수교육,4,4,5,4,4,5,4,4,5,4,4,4,5,1,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,2,2,2,2,2,2,2,2,2, ,1,2,경기 침체,2,2,2,1,7,4,5,6,6,5,7,6,6,1,54,4,전자공학,1,1,1,40,7000,3000, ,221401
32816,5,6,4,5,4,5,3,4,2,3,4,5,5,7,5,7,4,6,4,6,4,6,3,4,5,7,1, ,1, ,1, ,1, ,1, ,1, ,1, ,2,2,3,4,2,4,2,2,1, ,1, ,1, ,1, ,2,2,1, ,5,6,1, ,2,2,2,2,1, ,1, ,1, ,5,6,1, ,1, ,1, ,1, ,5,6,1, ,4,3,5,2,3,1,3,4,2,3,3,3,4,20,4,1,2, , , ,1,3,"스토리 구성교육, 만화문법 교육",7,1,4,3,3,4,4,2,2,9,9,3,3,2,4,4,2,4,4,4,2,4,3,2,4,3,4,3,3,4,4,4,3,4,2,2,2,2,2,2,2,2,2,2, ,3,2,만화 출판업의 침체의 장기화,3,3,3,2,7,3,9,4,8,9,9,4,1,1,30,4,만화창작,1,4,2,50,3500,1800, ,414301
32817,5,6,4,6,4,6,4,6,4,6,4,6,4,6,5,6,5,7,4,6,5,7,5,7,5,6,5,6,5,6,4,6,5,6,5,6,4,5,5,7,5,6,4,6,5,7,5,6,5,6,5,6,5,6,4,6,5,6,5,6,5,6,5,6,5,7,5,7,5,6,5,6,5,7,5,7,4,6,4,6,4,6,4,5,3,4,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,15,2,5,2, , , ,2, , ,4,6,3,3,3,4,4,4,3,3,3,3,4,3,3,3,3,3,2,2,2,3,3,4,3,3,3,3,3,3,2,3,3,3,4,2,2,2,2,2,2,2,2,2, ,2,3,연구결과가 도출되는 기간이 길어서,3,3,3,2,2,2,2,3,5,5,2,2,5,1,49,5,농학,1,1,1,40,6500,3000, ,122103
32818,5,5,5,6,4,5,4,5,3,4,4,5,3,4,4,4,5,4,5,5,5,5,4,5,4,5,5,4,5,4,5,6,5,5,3,4,3,4,5,5,5,4,5,5,5,4,4,4,4,3,4,3,3,5,2,2,4,5,3,4,4,3,1, ,4,4,5,5,5,3,5,4,3,4,3,3,4,5,5,5,5,6,3,5,4,5,4,4,3,5,3,3,4,3,5,3,3,4,4,5,3,15,2,4,1,해기사면허,"운전면허,동력수상레저자격",인명구조자격,1,6,"인명구조,응급처치,수사(과학),함저운용,각종법규",7,5,4,4,4,5,4,3,4,4,4,4,5,3,5,4,5,4,2,3,3,5,3,4,5,3,4,4,4,3,3,4,3,5,4,2,1,1,1,1,1,2,2,2,"2)v-pass등과 같은 SYSTEM적용 3)Mobile Office,EDCIS 등의 사용 4)구명조끼 빌려주기,수상레저 안전관리 6)추후 드론의 이용을 위하여 드론 교육 요구",1,4,"수상레저객 등의 해안,바다에서의 유락객이 점점 늘어남으로 인하여 안전관리 요구됨",2,3,3,2,9,8,8,3,9,9,4,7,7,1,30,4,항해학부,1,1,1,50,3000,2200, ,240102
32819,5,6,4,6,4,6,4,6,4,6,4,6,5,7,4,6,4,6,3,5,4,6,4,6,4,5,4,6,3,4,4,5,4,6,4,5,4,6,3,6,5,6,4,6,3,5,4,5,4,5,3,5,4,6,3,6,4,5,3,5,3,5,3,6,4,2,4,5,4,5,4,5,3,4,4,5,3,5,3,5,3,3,3,4,4,5,3,4,4,3,4,4,4,3,4,3,4,4,4,4,4,13,2,4,1,식물보호,혼경관리,종자,2, , ,5,5,4,3,4,4,4,3,4,4,4,4,4,2,4,3,3,3,4,4,2,4,3,3,4,3,3,3,3,3,4,3,3,3,5,2,2,2,2,2,2,2,2,2, ,2,2,변화없을것 같다,3,3,3,1,3,4,3,3,3,3,3,7,7,1,58,6,농학,1,1,1,50,8000,6000, ,122301
32820,5,7,4,5,3,5,5,5,1, ,1, ,1, ,1, ,1, ,3,5,1, ,4,6,4,5,1, ,4,4,1, ,3,2,2,3,5,3,4,4,4,4,1, ,3,3,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,2,4,3,3,3,4,4,3,4,3,3,2,3,3,4,3,4,17,1,6,1,사회복지사2급, , ,2, , ,1,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,2,3,4,3,4,3,3,3,4,4,4,5,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2, ,1,3,현재와 크게 달라질것이 없어서,2,2,3,2,7,6,4,6,5,3,6,4,5,2,41,4,언어치료학,1,1,1,40,3600,2400, ,306901
32821,2,3,3,5,1, ,3,4,2,3,2,2,1, ,3,4,4,5,2,3,2,2,3,4,3,5,2,2,2,3,3,5,4,6,3,4,3,4,4,5,2,2,3,4,2,3,3,4,4,5,2,2,1, ,2,3,2,2,1, ,2,2,3,5,2,2,4,6,3,4,4,4,2,2,5,6,3,3,4,6,5,6,3,4,3,3,3,4,3,4,4,4,2,1,2,2,2,2,3,3,4,7,1,2,2, , , ,1,2,업무에 필요한 직무교육,4,2,3,2,2,4,2,1,3,3,4,5,4,4,3,3,3,3,4,3,3,4,5,4,5,3,3,4,3,3,5,4,3,5,4,2,2,2,2,2,2,2,2,2, ,2,2,저출산으로 소비가 감소,2,2,2,2,4,7,6,3,4,6,6,3,4,1,52,2,기계,1,1,1,40,3300,2500, ,872101
32822,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,5,4,4,3,3,4,4,3,3,3,3,4,4,4,4,3,3,3,4,3,4,3,3,4,4,3,3,3,4,3,4,3,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,5,6,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,2,2,2,2,3,2,3,2,3,2,2,3,10,1,2,2, , , ,2, , ,1,3,3,2,2,3,3,3,3,2,2,3,3,3,2,2,4,2,2,3,3,3,3,4,3,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2, ,3,2,누구나 할 수 있는 일,2,2,2,1,3,3,3,4,4,5,7,6,7,2,28,2,전자공학,1,3,2,52,2000,1800, ,131203
32823,4,6,3,4,3,5,2,1,2,3,3,4,3,3,3,3,2,2,3,3,3,4,2,4,3,3,2,3,2,3,3,3,2,2,2,2,3,3,3,3,4,5,3,4,2,3,3,3,3,2,1, ,3,4,2,2,3,3,2,3,3,3,2,1,3,3,2,2,3,3,2,3,3,3,3,3,2,2,2,1,2,3,3,3,4,3,4,5,4,3,3,4,4,3,3,4,2,4,5,3,4,14,2,4,1,소음진동산업기사, , ,2, , ,2,5,4,5,4,3,5,3,3,3,4,4,4,1,5,3,3,2,3,3,2,5,5,4,4,2,3,2,3,3,5,3,2,3,4,2,2,2,2,2,2,2,2,2, ,1,4,소음에 대한 피해 증가로 일자리는 증가할 것이다,3,3,3,1,6,5,7,4,6,7,8,9,9,1,33,4,환경공학,1,1,1,40,3800,3300, ,155305
32824,3,4,3,5,3,3,4,5,1, ,3,4,1, ,2,4,4,6,3,4,2,3,2,2,3,4,3,4,4,4,3,5,4,6,2,2,4,4,4,6,4,5,3,3,4,4,1, ,1, ,3,4,1, ,1, ,2,2,1, ,3,4,1, ,3,3,2,2,1, ,1, ,3,4,1, ,3,4,3,4,4,5,3,5,4,5,2,4,5,4,3,2,1,2,2,4,3,1,2,2,2,9,1,4,2, , , ,2, , ,1,1,3,3,2,3,2,3,3,3,4,4,3,2,4,4,4,4,3,4,4,4,3,2,5,3,2,2,2,3,4,2,2,5,4,2,2,2,2,2,2,2,2,2, ,1,3,안전 서비스가 갈수록 강조되고 있어서 큰 변화는 없을듯해서,3,3,3,2,8,6,4,3,2,2,7,4,3,1,40,3,화학,1,1,1,40,3600,1800, ,542001
32825,2,2,2,2,1, ,3,3,1, ,3,4,2,3,4,5,5,7,4,6,3,4,2,3,4,5,3,4,1, ,4,5,3,4,1, ,1, ,2,2,4,5,5,7,3,4,1, ,1, ,1, ,3,4,2,2,2,4,2,2,1, ,1, ,5,6,3,3,4,6,5,7,1, ,4,6,2,2,4,6,4,5,3,4,4,6,4,5,4,4,5,4,5,3,3,4,3,3,4,5,5,8,1,6,1,비비행조종사, , ,1,4,"비행훈련, 시스템 적용 훈련",4,5,4,5,4,4,4,5,3,4,5,5,4,4,3,4,4,3,4,4,3,4,3,3,3,4,4,4,3,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2, ,1,4,여행수요의 꾸준한 증가,2,2,2,2,3,2,1,7,7,8,8,9,3,1,48,4,항공운항,1,1,1,40,12000,8000, ,621101
32826,5,7,5,7,5,7,5,7,4,6,4,6,4,6,3,5,5,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,5,6,4,6,5,6,4,6,4,6,4,6,4,6,4,6,5,6,5,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,1, ,1, ,2,1,3,3,2,3,5,5,5,4,4,4,5,4,4,5,4,5,4,13,2,2,2, , , ,2, , ,2,6,4,4,4,5,4,4,4,3,4,5,4,2,5,4,3,4,5,4,3,4,5,4,4,3,5,4,3,4,5,4,4,3,3,2,2,2,2,2,2,2,2,2, ,1,4,미래산업의 기초가 되는 분야라서,3,3,3,2,5,7,4,7,4,3,4,6,5,1,46,5,천문학,1,1,1,40,5800,5300, ,121106
32827,4,5,4,5,4,5,4,6,4,6,4,6,4,5,4,5,4,5,4,5,4,5,4,5,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,5,4,6,4,6,4,6,4,6,4,6,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,4,3,4,3,5,4,4,5,4,4,5,4,4,4,5,5,4,4,11,1,3,1,CFA, , ,2, , ,4,5,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,3,3,4,5,2,2,2,2,2,2,2,2,2, ,3,4,자금 시장의변화로 관심도 증가,2,2,3,2,7,7,7,8,8,8,7,7,7,1,38,4,경영학,1,1,1,40,6000,3500, ,31201
32828,3,4,4,5,3,3,4,4,4,5,3,3,3,5,3,3,3,5,3,5,3,3,3,5,3,5,3,4,2,4,4,5,3,4,4,5,2,5,4,4,3,5,3,5,3,5,4,4,2,4,4,5,3,5,4,5,3,3,3,5,4,5,3,3,3,5,4,4,3,5,2,4,3,5,2,4,4,4,4,4,2,4,4,4,3,5,4,4,3,4,3,4,4,4,4,4,3,4,3,4,3,19,4,1,1,pc정비사 2급, , ,2, , ,2,2,3,4,4,4,4,4,3,9,9,9,3,3,2,4,2,3,4,3,4,3,4,3,3,4,3,4,3,3,2,3,3,3,4,2,2,2,2,2,2,2,2,2, ,2,2,브랜드별 A/S 센터가 충분해서,2,2,2,2,4,5,6,7,7,6,6,6,5,1,32,4,경제학,2,6,1,44, , ,4000,841101
32829,2,2,2,3,2,2,2,3,2,2,1, ,1, ,2,3,2,3,1, ,1, ,2,2,2,3,2,3,2,3,2,3,2,2,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,1,2,2,1, ,2,3,2,3,1, ,2,3,1, ,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,3,2,2,2,2,5,4,3,4,3,4,4,5,3,3,4,3,5,18,4,1,2, , , ,2, , ,7,2,2,3,3,5,4,3,3,9,9,9,3,2,3,4,4,3,2,2,3,3,3,4,5,3,4,3,4,5,4,3,3,5,2,2,2,2,2,2,2,2,2,2, ,2,3,브랜드 자전거의 침체와 그 대응책의 발전,3,2,2,2,4,4,6,5,4,5,4,3,5,1,54,2,전자,2,6,1,40, , ,3300,812902
32830,3,2,2,2,2,2,2,3,1, ,2,2,2,2,2,1,3,3,3,4,2,2,2,2,2,3,2,2,2,2,2,2,1, ,1, ,2,2,2,3,1, ,2,2,2,3,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,2,2,1, ,2,2,2,2,2,2,1, ,4,4,2,2,2,2,2,2,3,3,2,2,2,2,3,3,2,3,3,3,4,3,2,3,2,3,3,3,1,6,2, , , ,2, , ,6,2,3,3,3,4,4,2,3,2,2,3,3,4,3,3,4,4,3,3,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2, ,3,3,꾸준한 생산이 이루어질것이므로,3,3,3,2,6,5,5,5,5,5,5,5,5,1,55,2,공고,1,1,1,52,4500,2400, ,817101
32831,3,5,3,4,1, ,1, ,2,2,3,4,1, ,4,4,2,3,3,5,4,3,2,3,4,2,3,3,1, ,5,4,1, ,1, ,2,2,3,3,5,4,4,4,4,4,2,1,3,1,2,1,4,2,4,1,3,3,4,3,2,2,4,2,3,2,5,3,5,3,3,4,2,1,2,1,3,2,4,2,2,2,2,1,3,2,2,1,3,5,4,4,3,3,5,3,4,4,2,3,2,3,1,2,2, , , ,2, , ,2,2,4,3,4,4,4,5,4,3,3,5,4,2,3,3,4,3,3,2,5,4,4,4,4,3,3,2,1,3,3,4,4,5,4,2,2,2,2,2,2,2,2,2, ,2,3,유가하락으로 인한 제품들의 경쟁력이 제고됨,3,3,3,1,5,4,5,5,5,4,6,5,5,1,45,2,기계,1,1,1,48,3500,3000, ,851201
32832,3,2,3,3,2,3,2,3,1, ,3,4,1, ,2,3,3,3,3,4,2,3,3,3,3,3,3,3,2,3,2,4,2,3,1, ,1, ,3,2,3,4,2,3,3,3,1, ,3,2,2,2,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,3,4,3,2,4,4,4,2,3,4,1,2,4,4,2,4,3,13,1,2,2, , , ,2, , ,4,2,1,1,1,2,1,3,3,3,3,4,4,3,2,1,2,2,2,2,2,2,4,3,4,1,1,1,1,1,1,1,1,4,3,1,1,2,2,2,2,2,2,2,소송 업무 진행시 전자로 구매 및 사용 가능하게 변경 되었음,1,3,변동 없을 것 같아서,3,3,3,2,5,4,6,4,5,6,5,5,5,2,35,4,법학,1,1,1,40,2000,1800, ,222001
32833,3,4,4,5,3,4,2,3,1, ,4,4,1, ,2,3,3,3,1, ,2,1,2,3,4,5,3,4,2,2,2,2,1, ,1, ,1, ,1, ,1, ,2,2,3,3,1, ,1, ,2,1,2,3,1, ,1, ,1, ,2,2,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,3,2,1, ,1, ,3,4,2,2,3,2,2,4,3,5,5,1,1,3,2,4,1,15,2,4,2, , , ,2, , ,7,5,4,4,3,4,3,2,4,3,3,4,4,1,4,3,3,3,1,3,1,5,3,4,4,2,3,1,1,5,5,3,3,5,4,2,2,2,2,2,2,2,2,2, ,1,3,기계가 대신할 수 없는 업무,3,3,3,2,4,5,4,3,2,6,5,5,5,2,41,4,법학,1,1,1,45,3547,1971, ,25402
32834,3,5,3,3,3,4,3,4,3,5,2,2,1, ,4,4,3,4,2,4,2,4,3,5,2,3,2,3,3,4,2,4,2,4,1, ,2,4,2,4,2,4,2,3,2,3,2,4,2,2,1, ,1, ,1, ,1, ,1, ,3,4,1, ,2,2,1, ,2,2,2,2,1, ,1, ,1, ,1, ,1, ,1, ,3,4,3,2,2,2,3,3,2,4,3,2,3,3,2,2,3,3,1,2,2, , , ,2, , ,7,2,3,2,1,3,2,3,3,3,4,4,3,4,2,2,4,3,2,1,3,4,5,3,4,2,3,3,3,4,5,4,4,5,4,2,2,2,2,2,2,2,2,2, ,2,3,기업에서는 꼭 필요한 업무라서,3,3,3,2,7,7,6,5,3,4,6,4,5,2,35,2,세무회계학,1,1,1,45,2700,2000, ,27201
