idx,cq1,cq2,cq3,cq4,cq5,cq6,cq7,cq8,cq9,cq10,cq11,cq12,cq13,cq14,cq15,cq16,cq17,cq18,cq19,cq20,cq21,cq22,cq23,cq24,cq25,cq26,cq27,cq28,cq29,cq30,cq31,cq32,cq33,cq34,cq35,cq36,cq37,cq38,cq39,cq40,cq41,cq42,cq43,cq44,cq45,cq46,cq47,cq48,cq49,cq50_1,cq50_2,cq50_3,cq50_4,cq50_5,cq50_6,cq50_7,cq50_8,iq1,iq2,iq3,iq4,iq5,iq6,bq1,bq2,bq3,bq4,bq4_1a,bq4_1b,bq4_1c,bq5,bq5_1,bq5_2,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15,bq16,bq17,bq18,bq19,bq20,bq21,bq221,bq222,bq223,bq231,bq232,bq233,bq234,bq235,bq241,bq242,bq243,bq244,bq245,bq25,bq25_1,bq26_1,bq26_1a,bq26_2,bq26_2a,bq26_3,bq26_3a,bq26_4,bq26_4a,bq27,bq28,bq28_1,bq29,bq30,bq31,bq32,bq33,bq34,bq35,bq36,bq37,bq37_1,bq38,bq38_1,bq38_2,bq39,bq40,bq41_1,bq41_2,bq41_3,knowcode
17378,3,3,4,5,5,4,4,3,2,3,3,2,2,4,2,4,5,3,2,2,2,3,3,2,1,3,3,2,4,2,2,3,4,3,3,3,3,2,3,2,2,2,3,2,2,3,1,1,2,1,1,1,1,1,1,1,1,3,2,1,2,3,3,4,1,4,2,0,0,0,2,0,0,2,5,4,4,4,4,3,4,4,3,4,4,4,1,1,1,2,1,1,1,2,80,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,2,인구감소,0,"컴퓨터,운전일지,화학,가스",0,0,0,2,1,43,4,기계,1,1,0,1,40,4900,3000,0,851101
17379,3,5,5,4,4,5,5,5,5,4,3,3,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,2,2,2,3,3,3,3,2,2,2,3,1,3,3,3,3,3,3,2,1,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,18,4,2,2,0,0,0,1,4,"연기, 안무, 보컬",4,2,3,3,3,3,3,3,3,0,0,3,3,1,2,1,2,1,1,2,1,0,0,0,3,0,0,0,4,0,0,0,0,4,0,1,1,1,2,1,2,1,2,1,1,2,1,자리가 많이 없어서,없음,"대본, 아래한글, 녹음기",없음,교육자(예술학교 연기과 교수),없음,3,2,27,2,문과,1,4,0,2,38,1500,1200,0,416201
17380,5,3,2,2,2,3,5,3,3,2,3,2,3,5,3,3,5,3,3,3,1,2,1,1,1,1,1,1,1,3,3,5,5,2,1,3,3,3,2,3,5,4,3,5,3,5,1,1,4,1,1,1,1,1,1,1,1,4,4,4,5,5,5,18,1,5,2,0,0,0,1,6,농구선수가 되기위한 운동과 체력 강화훈련,7,5,5,5,5,2,5,3,3,3,4,4,5,3,2,4,1,1,1,1,5,90,0,0,3,0,0,0,0,5,0,2,0,0,0,1,2,2,0,2,0,2,0,2,0,2,3,농구선수라는 특별한 직업이여서 변화가 없을것이다,없음,농구공,무응답,지도자,스킬트레이너,3,1,24,4,생활체육학,1,3,0,2,30,7000,2400,0,420201
17381,5,5,5,1,1,5,4,4,3,1,1,1,2,5,5,5,4,1,2,1,1,1,1,1,1,1,1,1,3,3,2,5,1,2,1,1,1,1,5,4,5,5,1,5,3,1,3,2,1,1,1,1,1,1,1,1,1,5,5,3,3,2,2,7,4,4,2,0,0,0,2,0,0,4,2,3,2,2,5,4,4,3,3,3,3,3,1,2,1,1,3,3,3,2,0,0,2,0,0,0,3,0,0,0,0,0,4,0,3,0,2,0,2,0,2,0,2,0,2,3,꾸준히 방문판매를 원하는 인력이 있다,0,관리대장,0,0,0,3,2,45,2,실업계,2,0,6,0,50,0,0,3000,615601
17382,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,2,2,3,3,4,4,4,2,3,4,4,4,3,3,4,4,3,3,3,1,1,5,1,1,1,2,2,1,1,1,4,4,4,4,4,4,18,1,5,1,여행안내사(국내),0,0,1,4,"현장 상황 완전파악, 이동경로 숙지 등",5,4,4,4,3,4,4,4,3,4,4,4,4,3,1,4,1,2,3,3,2,10,0,2,0,0,0,0,0,5,1,0,0,0,0,1,2,2,0,2,0,2,0,2,0,1,4,"주5일제, 대체휴일제등 호재 발생으로 인해",없음,UB플러스 고객관리 프로그램,없음,없음,없음,3,2,35,4,호텔경영학,2,0,6,0,50,0,0,4000,521304
17383,3,3,5,5,5,5,3,3,4,4,4,5,3,5,3,3,3,4,3,1,3,1,2,1,1,1,2,2,5,1,1,5,1,2,3,4,3,2,3,2,5,3,4,2,3,3,1,1,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,18,1,2,2,0,0,0,1,3,"실내 건축기능, 건설업 관련 자격증 등",3,4,3,3,3,3,4,3,3,3,3,3,3,3,1,4,1,3,2,3,4,80,1,0,0,1,0,0,0,0,0,0,0,0,5,1,1,1,2,1,2,1,2,1,1,1,2,현재도 일자리가 많지 않기 때문,없음,"사내 행사 프로그램, 트러스",없음,파티 플래너,없음,3,2,27,3,부동산 경영학,1,1,0,1,45,5500,2400,0,24404
17384,5,4,4,4,3,3,3,2,2,1,2,3,3,5,4,1,3,4,1,3,2,1,1,1,1,1,1,3,5,2,1,1,2,2,1,3,3,4,1,1,3,2,2,2,3,4,1,1,3,1,1,1,1,1,1,1,1,2,1,2,2,1,2,3,1,2,1,귀금속가공기능사,0,0,2,0,0,3,2,3,3,3,4,3,3,3,3,3,3,3,1,1,1,2,1,1,1,3,90,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,1,1,1,2,1,3,지금처럼 수요가 유지될것이다.,없다,"연마제,광택제,세공기계,절단기",없다,없다,없다,3,2,30,4,금속공학,1,1,0,1,45,2400,2200,0,884201
17385,4,3,3,1,1,4,4,3,3,2,3,1,1,3,4,3,3,3,1,1,1,1,1,1,1,3,1,3,2,4,2,3,4,4,3,3,4,3,3,4,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,4,4,2,5,4,4,6,1,2,1,승강기기능사,0,0,2,0,0,7,2,4,3,4,4,4,3,3,3,2,3,3,1,1,1,1,1,1,1,3,90,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,1,2,1,2,1,1,1,4,각 기업들이 고객의 편의를 위하여 엘리베이터를많이 설치하므로,없음,마끼다. 드라이버. 망치. 전동드릴. 다이스,서비스업,없음,없음,4,1,36,4,기계학,1,1,0,1,40,3600,2700,0,811201
17386,3,2,3,5,2,5,4,4,4,3,4,3,2,5,3,1,4,1,1,1,1,1,1,1,1,1,1,1,5,2,1,5,2,5,1,2,4,2,4,2,4,4,4,3,2,3,1,1,3,3,3,3,1,1,1,1,1,3,5,3,3,3,3,13,1,5,1,ADSP,사회조사분석사,0,1,6,"머신러닝, 텍스트마이닝, 통계분석 등",6,7,5,5,5,4,5,4,4,4,5,5,4,2,1,3,1,3,1,2,5,100,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,2,1,2,1,1,1,1,1,4,각 기업의 데이터량이 방대해 짐에 따라 이를 분석해 비즈니스 효율 및 성장 동력을 확보하려고 하는 니즈는 점차 증대할 예정이기 때문,데이터 사이언티스트,"R, Python, SAS, SQL, Hadoop 등",0,"화이트해커, 인공지능개발자, 이커머스 데이터기반큐레이터",단순 반복 업무는 근미래에 대부분 데이터 기반 모델링 및 인공지능으로 대체 예정_대부분의 직업이 데이터에 기반해 대체 될 것이기 때문에 신 직업은 매우 다양,4,1,39,4,통계학,1,1,0,1,40,7500,3500,0,22103
17387,4,1,1,1,1,4,2,1,3,3,2,4,3,2,5,4,4,3,4,1,3,1,4,1,1,4,4,3,1,4,2,2,3,4,4,3,2,3,3,3,4,2,3,3,4,3,3,1,3,1,1,1,1,1,1,1,1,5,2,3,2,4,3,6,1,2,1,건축산업기사,0,0,1,3,조적,3,2,3,2,3,2,3,3,3,4,3,3,3,1,1,1,1,1,1,2,5,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,2,2,4,일을하려는사람이 없음,0,미장도구,토목기사,시설물유지,0,4,1,49,2,토목,1,1,0,1,48,3000,3000,0,701701
17388,4,1,4,4,4,5,5,4,4,2,4,3,3,4,3,1,4,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,1,2,1,4,4,4,4,4,3,3,4,2,4,3,1,1,2,1,1,1,1,1,1,1,1,3,4,4,4,3,3,13,1,2,1,변리사 자격증,0,0,2,0,0,6,5,3,3,4,4,4,4,4,4,4,4,4,1,1,4,1,1,1,2,3,90,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,1,2,1,2,2,0,2,4,연봉이 높다,0,"서류, 컴퓨터",0,0,0,3,1,39,4,법학,1,1,0,1,40,7000,3000,0,221401
17389,4,1,1,1,1,2,4,2,3,2,1,2,2,5,1,1,3,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,3,1,3,2,2,1,1,3,3,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,3,3,2,3,1,2,6,1,2,1,캐드,0,0,2,0,0,3,2,2,1,1,1,2,2,2,2,2,3,2,1,1,1,2,1,1,1,4,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,1,1,공사발주물량감소,없음,Auto CAD,캐드원,없음,없음,2,2,40,3,정보처리학,1,1,0,1,50,3400,2000,0,159104
17390,4,1,5,4,3,5,3,4,4,3,5,2,2,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,5,2,1,2,1,5,1,5,3,3,4,4,3,4,4,2,1,3,1,1,3,1,2,1,1,1,1,1,1,2,3,1,2,3,4,6,1,2,1,건축전기 설비 기술사,0,0,2,0,0,7,5,4,4,3,4,3,4,3,4,4,4,4,2,1,1,2,2,2,2,3,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,1,2,1,2,3,0,2,2,건축 경기가 침체에 벗어나지 못하고 있다,기사,"컴퓨터,캐드",0,0,0,4,1,50,4,전기공학,1,1,0,1,56,6500,3400,0,140204
17391,5,4,4,1,1,4,4,4,4,1,3,3,1,5,1,1,3,1,2,2,2,4,2,1,1,2,3,4,4,1,1,3,3,4,1,4,4,5,4,1,5,4,5,4,4,4,1,2,4,1,1,1,1,1,1,1,1,4,4,5,1,2,1,3,1,2,2,0,0,0,1,3,손님별 응대 유의사항,2,1,2,2,2,4,3,2,3,3,3,3,3,3,2,4,1,3,3,3,4,0,0,2,0,0,0,0,0,5,0,0,0,0,5,1,2,1,3,1,3,2,0,2,0,2,2,한복을 점점 안 입어서,0,"줄자, 재봉틀, 연필, 쵸크, 가위, 칼",0,0,0,4,2,65,1,0,2,0,5,0,56,0,0,2500,863101
17392,5,4,5,5,5,5,4,4,5,4,4,3,3,5,4,3,3,2,1,1,1,2,1,2,1,3,1,2,4,2,2,3,2,2,2,2,4,3,3,2,3,2,4,3,2,3,1,2,4,2,1,1,3,1,1,1,2,4,5,4,4,5,3,13,2,6,1,박사학위,0,0,1,5,영어표현/작문능력/발표능력/탐구능력/논리력/인간관계,6,7,5,4,4,5,5,5,3,4,4,4,4,3,1,1,1,3,1,2,2,80,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,2,1,2,1,2,1,1,2,3,반도체 연구원의 수요가 그다지 증가할것 같지 않다,없음,과학자(컴퓨터/각종 과학적 특수목적 장비),대학원생,기계공학 교수,없음,4,1,37,6,전기공학,1,1,0,1,52,7300,6800,0,153202
17393,3,2,4,5,3,2,4,5,5,1,5,3,2,5,3,3,3,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,5,1,4,4,2,2,1,1,5,5,2,1,5,1,1,2,1,2,1,1,1,1,1,1,4,4,1,5,5,5,13,1,3,1,정보처리기사,측량및지형공간정보기사,0,1,1,"문서작성, GIS Tool 교육, 고객요구사항 분석",5,5,3,1,1,1,1,1,1,5,2,3,2,1,1,1,2,1,1,1,2,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,1,2,1,2,1,1,2,2,"산업위축, 자동화",0,사내 ERP,0,0,0,4,1,37,4,공간정보공학,1,1,0,1,55,4729,2850,0,140602
17394,5,2,5,5,4,5,3,3,4,3,3,2,2,5,2,3,2,2,1,1,2,1,2,1,1,3,2,2,4,2,2,5,2,2,3,3,4,4,3,3,4,4,3,4,2,3,1,1,2,1,2,2,1,1,1,1,1,4,4,3,2,3,4,13,2,5,2,0,0,0,1,1,"통계, 컴퓨터, 어학",4,6,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,2,4,80,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,2,1,2,1,2,1,2,2,2,전공자ㅏ 감소,없음,질량분석기,없음,교수,연구장비 전문가,4,1,48,6,지질과학과,1,1,0,1,41,7000,3500,0,121105
17395,4,3,4,4,4,5,4,5,4,3,3,2,3,4,4,4,3,4,3,2,2,2,2,1,2,1,4,3,2,3,3,3,2,3,4,2,2,2,1,1,2,3,1,4,1,3,1,1,2,3,1,1,1,1,1,1,1,4,3,2,4,4,3,7,1,1,1,농업기계 산업기사,0,0,2,0,0,7,2,4,4,4,4,3,3,3,4,4,4,4,1,1,1,2,1,1,2,4,80,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,2,국내농업의 감소로 인해서,0,농기계 필기도구 안전모 안전화 컴퓨터,0,0,0,3,2,27,4,전기공학,1,1,0,1,40,2640,2500,0,612101
17396,4,2,4,4,3,3,3,2,3,2,3,2,2,5,1,1,3,2,2,1,1,2,1,1,1,1,1,2,4,2,2,3,2,3,3,2,3,2,2,3,4,4,2,2,2,2,1,1,1,1,2,1,1,1,1,2,1,3,4,1,1,1,3,13,1,6,2,0,0,0,2,0,0,7,5,4,4,4,5,4,3,4,4,3,4,4,1,1,1,2,1,1,1,4,85,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,3,변화없음,0,컴퓨터,0,0,0,2,1,31,4,물리학,1,1,0,1,40,3300,2400,0,121101
17397,4,2,5,4,4,5,4,4,4,3,3,3,2,5,5,5,3,1,5,1,5,4,2,1,1,1,2,3,2,2,2,3,3,2,5,3,3,3,3,1,3,3,3,2,3,3,1,1,2,1,2,2,2,1,1,1,1,3,3,2,3,3,3,3,1,3,1,지게차운전기능사,0,0,1,2,기능숙련교육,5,2,3,3,3,4,4,4,3,3,3,3,3,2,1,1,1,1,1,1,3,100,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,2,1,2,1,2,1,1,2,2,근로자 나이가 상향되어 젊은층 노동력 부족,없음,없음,홈패션 영업,없음,없음,3,1,48,3,사회복지,1,1,0,1,56,4500,3000,0,823301
17398,5,1,5,4,4,2,3,1,1,2,2,3,2,4,4,4,3,4,4,4,3,4,3,3,2,3,2,3,3,3,2,3,2,2,3,4,3,3,2,3,2,2,2,2,3,5,1,1,4,1,1,1,1,1,1,1,1,4,2,2,2,2,2,17,1,3,1,보일러기능사,0,0,2,0,0,4,5,4,3,3,4,4,4,4,3,4,4,4,1,1,1,2,1,1,2,4,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,4,전문직종이라서,기사,드라이버,자영업,0,0,4,1,53,4,기계,1,1,0,1,52,4500,2400,0,814001
17399,5,1,5,4,3,5,1,2,3,2,1,3,3,5,2,4,3,3,1,1,1,1,1,1,1,1,1,1,2,4,1,5,2,4,1,2,2,1,5,2,2,2,5,2,1,2,1,2,1,2,1,1,2,1,1,1,1,3,4,5,3,3,3,18,5,1,1,2급 중등교사 자격증,0,0,1,6,작품활동,5,5,5,5,5,5,5,5,4,0,0,4,5,3,2,4,1,3,3,1,2,0,0,2,0,0,0,0,0,5,0,0,0,0,5,1,2,2,0,2,0,2,0,2,0,2,2,인구감소,선생님,"실기도구,이젤,화구",교사,0,0,4,2,54,4,미술교육학,2,0,6,0,25,0,0,5000,214401
17400,4,3,3,2,3,4,5,4,4,4,4,2,2,4,4,1,4,3,3,3,3,3,3,1,1,3,3,3,2,3,2,4,3,5,4,5,3,4,4,2,5,4,4,2,3,2,1,1,2,1,1,1,2,2,2,1,1,5,3,2,4,3,4,19,1,2,1,잠수기능사,잠수산업기사,0,2,0,0,7,4,4,2,2,3,3,2,4,3,4,4,4,1,1,1,2,1,1,2,4,90,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,3,기존노후화된 선박이 많아서,수중사,"잠수복,수심계,산소통,용접장비,공기압축기,공기호스,수중마스크",없음,공학기술자,없음,3,1,40,3,전기공학,1,1,0,1,40,5600,4000,0,705902
17401,5,2,5,4,4,5,4,5,3,3,5,2,3,5,3,1,3,2,2,1,1,1,1,2,1,1,1,1,4,2,1,1,2,3,1,3,4,4,5,3,4,2,5,3,2,2,1,1,3,3,2,2,1,1,1,3,1,4,3,1,5,3,4,7,1,1,1,청능사 자격증,0,0,1,6,"청각언어기관 해부및 생리,청력검사,보청기원리,보청기 조절 등",6,5,5,5,5,5,5,5,5,5,5,5,5,2,1,2,1,2,1,3,2,80,0,2,0,0,0,0,0,5,0,0,0,0,5,1,1,1,1,1,1,2,0,2,0,2,5,고령화에서 고령사회로 인구변화,"청능사,원장님,선생님",보청기 페팅프로그램,학생,0,0,2,1,35,4,청각학과,1,1,0,1,50,5000,2800,0,306902
17402,5,1,2,1,1,3,3,1,3,3,4,2,2,5,1,2,3,2,1,1,1,2,2,1,1,3,2,4,3,3,1,1,1,4,5,3,3,2,1,2,3,1,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,4,4,1,1,1,2,3,1,3,2,0,0,0,2,0,0,7,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,2,1,1,2,4,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,2,자동차 시스템이 되어서,0,기계,0,0,0,4,1,44,3,행정학,1,1,0,1,45,4300,2000,0,151301
17403,5,2,5,5,4,2,3,3,2,2,2,2,2,4,2,2,4,2,2,1,1,1,1,2,2,2,2,2,4,2,2,1,1,2,3,2,2,2,3,2,3,2,3,2,2,3,1,1,4,1,1,1,1,1,1,1,1,4,3,2,2,2,2,4,2,4,2,0,0,0,2,0,0,2,5,3,4,3,3,4,3,4,3,4,4,4,1,1,1,2,1,1,1,2,70,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,1,2,발전장치 기술이 개발해서,0,발전설비기기,0,0,0,3,1,39,4,전기,1,1,0,1,40,4100,3000,0,833001
17404,4,2,3,2,2,2,2,2,3,3,3,3,2,2,4,5,2,4,4,3,4,4,4,2,2,2,3,2,3,3,2,3,3,2,4,4,4,4,3,2,3,3,2,3,4,4,2,1,2,1,1,1,1,1,1,1,1,2,2,3,4,4,5,6,1,2,1,굴삭기,0,0,1,3,굴삭기,3,2,3,2,2,3,3,3,3,3,4,4,3,1,2,1,2,1,1,2,2,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,1,1,1,1,1,1,2,3,건설현장이 항상 있어서,굴삭기 기사,굴삭기,굴삭기 기사 보조,0,0,2,1,45,2,기계,1,1,0,1,40,3600,1500,0,704001
17405,5,5,4,3,4,5,5,5,5,5,5,5,5,5,5,2,4,5,5,4,5,1,5,1,1,5,1,5,2,2,4,5,3,5,3,4,5,5,3,1,4,3,2,2,1,4,1,1,5,1,1,1,2,1,1,1,1,1,1,4,4,4,4,8,1,4,2,0,0,0,1,2,안전훈련,4,2,3,2,2,4,2,2,4,3,4,3,3,1,1,1,2,1,1,1,4,50,1,0,0,1,0,0,0,0,0,0,0,0,5,1,2,1,2,1,2,1,2,2,0,1,3,여행에 대한 욕구는 누구나 있으니까 서비스는 자동화 될 수 없기 때문,승무원,포스기,0,"항공 승무원, 호텔 프론트",0,4,2,24,4,항공관광학,1,1,0,1,90,3600,3600,0,522201
17406,5,2,4,4,4,4,4,5,4,3,3,3,2,5,3,1,3,4,3,1,2,1,1,1,1,1,1,1,4,2,2,2,2,3,1,5,4,2,3,3,4,4,3,2,2,5,1,1,1,2,2,1,1,1,1,1,1,4,3,2,2,1,4,15,2,3,2,0,0,0,1,5,문화재 진위여부 판단하는 감정능력,6,6,4,4,3,5,4,3,4,4,4,4,4,2,1,1,2,1,1,1,1,100,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,2,0,2,0,2,0,3,0,2,3,신규기관이 생기지않아 인력 불필요,문화재감정위원,"산업내시경.,전자현미경.카메라.화상시스템",박물관연구원,학예연구사,없음,2,1,37,5,미술사학,1,3,0,2,30,2600,2000,0,23403
17407,5,4,5,5,5,5,4,5,4,2,4,2,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,4,4,4,4,1,4,1,5,4,1,3,1,1,2,1,1,1,1,1,1,1,1,2,3,2,4,3,3,13,4,1,1,공인노무사,0,0,1,2,법령숙지,2,5,4,3,3,5,5,4,3,3,4,4,3,3,2,4,1,3,1,3,5,80,0,2,0,0,0,0,0,5,1,0,0,0,0,1,1,1,2,1,2,1,2,1,1,2,3,변화없음,0,"노무사, 아이패이, 아이언스",0,0,0,4,1,45,4,법학,2,0,5,0,48,0,0,5000,22201
17408,4,1,1,1,1,2,1,3,1,5,5,1,1,5,1,5,4,5,1,1,1,4,5,1,1,1,1,1,5,1,1,1,1,4,1,5,5,4,3,4,4,2,4,1,1,5,1,1,4,1,1,1,1,1,1,1,1,5,1,1,5,4,1,8,2,6,1,디젤 전기 2종,고속면허증,0,1,6,견습승무,5,4,4,4,4,5,4,4,4,4,3,4,4,1,1,1,2,1,1,1,4,80,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,5,철도 증설로,기관사,없음,없음,없음,없음,3,1,49,4,전자공학,1,1,0,1,40,6700,3500,0,621301
17409,4,1,1,1,1,2,3,3,2,2,2,2,2,5,3,1,4,3,3,1,3,1,1,2,1,2,2,2,1,4,3,3,3,4,5,2,1,1,1,1,4,4,1,2,2,3,1,1,4,1,1,1,1,1,1,1,1,4,3,4,3,3,3,6,1,2,1,도배기능사,0,0,1,6,도배숙련기술,6,2,3,2,2,3,2,2,3,3,3,3,3,1,1,2,2,1,1,2,4,70,1,0,0,1,0,0,0,0,0,0,0,4,0,1,1,2,0,2,0,1,2,2,0,2,2,대체제가 나오니까,없음,솔. 빗자루. 가위,없음,동종업종 건설업 자영업,없음,4,1,62,2,이과,1,3,0,2,52,3600,3000,0,702501
17410,5,3,4,4,3,4,4,5,4,4,5,3,3,5,1,1,4,1,2,1,1,1,1,1,1,1,1,1,2,2,4,4,4,2,1,4,5,4,3,4,4,3,4,4,3,5,1,1,3,2,1,1,1,1,1,1,1,4,3,4,3,4,3,18,2,2,1,생활스포츠지도사,0,0,1,3,안전수칙 익히고 기본자세 익히기,4,2,2,2,2,3,3,4,3,1,1,3,3,1,1,1,2,1,1,2,3,80,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,2,1,2,1,2,1,1,2,4,생활 체육 참여자가 늘어나서,없음,음향기기,없음,없음,없음,3,1,35,3,예체능 교육학,1,3,0,1,40,2550,1900,0,420401
17411,4,3,4,4,4,5,4,4,4,2,4,3,3,4,2,1,3,1,2,2,1,1,1,1,2,1,1,1,2,4,2,1,1,2,1,4,4,3,2,3,4,1,2,3,1,3,2,1,3,1,2,2,2,1,2,1,2,2,3,3,2,4,3,18,1,2,1,컨벤션기획사1.2급,0,0,2,0,0,3,4,4,3,3,3,4,2,2,3,3,3,3,2,1,3,2,2,1,2,4,85,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,1,2,이벤트수요감소,0,"마이크,인이어",회사원,파티플래너,0,4,2,38,3,"호텔,관광경영학",1,1,0,1,40,2700,2000,0,24404
17412,5,4,4,5,5,5,4,4,4,4,4,2,2,4,4,2,3,4,4,1,1,2,1,1,1,1,1,1,4,2,1,5,1,2,3,4,4,4,3,4,4,1,3,1,1,2,1,1,1,3,3,3,3,1,1,1,1,3,5,1,2,4,5,13,2,5,2,0,0,0,1,6,"연구(박사), 시뮬레이션, 탐구 등",7,7,5,5,5,5,5,5,4,4,4,4,4,3,1,4,1,3,1,3,2,80,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,1,1,1,1,1,1,1,2,3,연구직종은 앞으로도 인력수급이 지속적으로 필요함,박사,"컴퓨터 (제어프로그램, 시뮬레이션 프로그램 TRNSYS)",0,회사 사장 (창업),신재생 에너지 설명하는 직종_신재생에너지 설치 및 분석 업종,3,1,34,6,기계공학,1,2,0,1,40,5700,5200,0,155101
17413,5,1,5,4,3,4,4,4,3,2,2,3,3,5,1,1,4,1,1,1,1,1,1,5,1,1,1,1,5,1,2,1,1,3,5,4,4,4,3,2,4,3,3,3,1,4,1,1,1,1,2,2,2,1,1,1,1,4,5,1,4,3,3,17,1,3,1,의사면허,0,0,2,0,0,6,5,4,4,4,4,4,4,4,4,4,3,4,2,1,1,1,1,1,2,2,100,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,2,1,2,1,2,1,2,2,3,변화 없을 것 같음,0,청진기. 맥박기록기 등,0,0,0,3,1,34,4,의학,1,3,0,1,40,7000,5400,0,301201
17414,5,1,5,4,4,5,5,3,5,4,4,3,2,5,2,1,3,5,1,5,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,5,5,2,2,3,4,2,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,4,1,1,1,1,4,8,2,6,2,0,0,0,1,1,기계취급,7,2,1,4,4,4,4,4,5,3,5,5,5,1,1,1,1,1,1,1,4,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,2,자동화,"관제원,역무원","XROIS,역운영시스템",없음,없음,없음,4,1,40,3,자동차,1,1,0,1,40,5000,2000,0,621403
17415,2,5,5,5,5,4,4,4,3,3,3,3,5,2,1,3,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,5,5,4,3,4,2,2,4,4,3,3,2,5,3,1,1,3,1,2,1,1,1,1,1,1,4,3,3,3,3,3,3,1,3,2,0,0,0,1,2,기계조작 직무 교육,3,4,3,3,3,3,4,2,4,4,4,5,4,1,1,1,1,1,1,2,3,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,3,0,3,0,1,3,수요가 꾸준,0,카티아.UG.CAD,0,0,0,2,1,35,3,멀티미디어,1,1,0,1,50,3500,3000,0,821101
17416,5,1,5,4,5,5,3,3,3,3,3,4,4,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,3,3,4,2,2,3,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,3,11,1,2,1,손해사정사,0,0,1,2,자동차에 관한 기본사항,6,4,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,1,1,2,2,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,1,전산프로그램의 발달로 최소인원만 남을것이라 생각되어 집니다,0,컴퓨터,타사(보험회사) 총무(사원),"교육매니저,손해사정사...",0,4,2,27,3,의료정보시스템,1,1,0,1,45,2800,2300,0,32302
