idx,aq1_1,aq1_2,aq2_1,aq2_2,aq3_1,aq3_2,aq4_1,aq4_2,aq5_1,aq5_2,aq6_1,aq6_2,aq7_1,aq7_2,aq8_1,aq8_2,aq9_1,aq9_2,aq10_1,aq10_2,aq11_1,aq11_2,aq12_1,aq12_2,aq13_1,aq13_2,aq14_1,aq14_2,aq15_1,aq15_2,aq16_1,aq16_2,aq17_1,aq17_2,aq18_1,aq18_2,aq19_1,aq19_2,aq20_1,aq20_2,aq21_1,aq21_2,aq22_1,aq22_2,aq23_1,aq23_2,aq24_1,aq24_2,aq25_1,aq25_2,aq26_1,aq26_2,aq27_1,aq27_2,aq28_1,aq28_2,aq29_1,aq29_2,aq30_1,aq30_2,aq31_1,aq31_2,aq32_1,aq32_2,aq33_1,aq33_2,aq34_1,aq34_2,aq35_1,aq35_2,aq36_1,aq36_2,aq37_1,aq37_2,aq38_1,aq38_2,aq39_1,aq39_2,aq40_1,aq40_2,aq41_1,aq41_2,bq1,bq2,bq3,bq4,bq4_1a,bq4_1b,bq4_1c,bq5,bq5_1,bq5_2,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15_1,bq15_2,bq15_3,bq16,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq19,bq19_1,bq20,bq21,bq22,bq23,bq24_1,bq24_2,bq24_3,bq24_4,bq24_5,bq24_6,bq24_7,bq24_8,bq25,bq26,bq27,bq28,bq29,bq30,bq31,bq32,bq33,bq34,bq35,bq36,bq37,bq38,bq38_1,bq39_1,bq39_2,bq40,bq41_1,bq41_2,bq41_3,knowcode
6612,5,4,4,5,4,5,4,4,4,5,5,5,5,6,5,6,5,5,5,6,4,5,4,5,5,5,5,5,4,4,3,2,2,2,1,0,4,5,1,0,1,0,1,0,2,2,4,5,4,4,4,3,4,5,5,5,4,3,3,4,3,4,3,5,4,4,4,5,2,2,4,3,4,2,3,3,3,4,4,4,4,3,15,3,4,2,0,0,0,1,5,"기술트렌드 파악, 정보 습득(신기술)",5,5,4,4,3,4,5,3,3,3,3,3,3,3,2,2,4,4,4,3,3,4,2,2,3,2,2,2,관련기관의 다수 생성,2,2,5,50,2,2,1,2,2,2,2,2,3,4,3,4,3,연구원,"한글, 오피스(PPT, Excel)",연구원(개발),없음,"투자유치지원, 창원 지원",2,1,39,5,정보보호,1,1,1,5000,0,2500,153101
6613,3,4,3,4,3,4,1,0,1,0,3,4,3,4,3,4,3,4,3,4,3,4,4,5,3,4,3,4,4,5,3,4,1,0,1,0,3,4,3,4,3,4,1,0,1,0,3,4,3,4,3,4,4,5,3,4,3,4,3,4,2,3,3,4,2,3,2,3,3,3,4,5,3,4,3,4,2,2,1,0,2,2,15,2,4,2,0,0,0,2,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,4,4,3,3,3,3,3,1,3,3,3,"전산화,기계화 산업변화",1,3,1,0,2,2,2,2,2,2,2,2,3,3,3,3,1,연구원,"한글 통계프로그램,sas",없다,없다,없다,2,2,36,5,원예학,1,1,1,4000,0,2600,122105
6614,1,0,2,2,1,0,1,0,1,0,2,1,1,0,1,0,1,0,2,1,1,0,1,0,1,0,1,0,2,2,3,3,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,2,2,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,14,1,2,2,0,0,0,2,0,0,1,1,4,3,2,4,3,2,3,2,3,3,3,3,3,3,3,2,2,4,3,2,1,3,4,4,3,3,환경 오염은 줄지 않아서,1,3,1,5,2,2,2,2,2,2,2,2,3,4,3,4,3,미화원,마포걸레,카페에서 커피 뽑는 일(커피머신),없다,없다,2,2,56,2,상,1,1,1,1700,0,1560,561101
6615,4,6,4,5,4,5,2,3,2,3,4,4,4,6,4,6,4,6,5,7,5,6,5,6,4,5,4,4,3,3,2,3,3,3,2,2,3,5,3,4,4,4,2,2,2,2,4,6,5,6,4,6,4,6,4,6,5,7,4,6,4,5,4,5,4,6,5,6,4,6,4,5,4,4,4,6,3,4,2,3,3,4,17,1,3,1,의사면허,전문의 자격증,0,1,6,"인턴, 레지던트",6,7,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,3,3,2,2,2,3,3,3,노령인구 증가로 지속수요 있을 것이다,2,3,2,30,1,1,2,2,2,2,2,2,4,4,3,3,2,의사선생님,"청진기, 골밀도 측정기, X-ray",없다,없다,재활치료사,4,2,41,4,외상의학,1,1,1,12000,0,8000,301102
6616,4,6,3,4,2,3,3,4,3,5,2,2,2,3,2,2,3,4,2,2,4,5,3,3,3,4,2,3,2,3,2,2,2,2,1,0,2,2,1,0,2,2,1,0,1,0,2,2,3,4,2,3,2,2,2,2,2,2,1,0,2,2,1,0,2,2,2,2,1,0,2,2,2,2,2,2,2,2,1,0,1,0,7,1,5,1,시각디자인산업기사,0,0,2,0,0,6,4,2,3,2,2,3,3,3,3,4,4,3,2,3,3,2,3,2,2,3,4,2,3,2,3,4,4,고객의 매출과 연관이 깊어서,2,3,4,10,2,2,2,2,2,2,2,2,4,4,3,4,2,없다,"각종 소품들, 컴퓨터, 엑셀",없다,모름,없다,3,1,30,4,실내건축학,1,1,1,3600,0,2400,9999999
6617,2,3,3,4,3,4,2,3,2,2,1,0,1,0,4,5,4,5,1,0,4,5,3,5,3,3,3,3,2,2,3,5,3,5,2,3,4,6,1,0,1,0,3,4,3,5,3,3,3,4,3,4,3,4,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,2,3,1,0,1,0,1,0,1,0,13,1,5,2,0,0,0,1,3,"재료, 소재 연구, 개발",3,5,3,3,3,3,4,3,4,3,3,3,3,2,2,3,3,3,4,4,3,3,3,3,3,3,3,2,업무의 일부가 자동화되면 그만큼 일자리가 줄어들 것 같음,3,2,3,15,1,2,1,2,2,2,2,2,4,4,3,4,4,없다,컴퓨터,없다,없다,없다,4,1,50,6,화학공학,1,1,1,7000,0,3500,152101
6618,2,2,2,2,2,2,1,0,1,0,2,3,2,2,1,0,1,0,3,4,5,6,5,6,3,4,2,3,2,2,5,6,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,4,1,0,1,0,5,7,4,3,3,4,4,4,2,2,2,2,2,2,2,2,1,0,2,2,3,4,4,5,1,0,5,7,9,1,1,2,0,0,0,2,0,0,6,2,2,3,3,3,3,3,4,0,0,0,4,2,3,3,4,3,3,3,3,4,3,4,3,3,3,2,파리파게뜨 같은 대기업이 많이 생겨서,3,3,4,20,1,1,1,2,2,2,2,2,4,4,4,3,3,없다,오븐기,없다,없다,없다,3,2,51,3,식품학,1,1,1,2500,0,2000,871101
6619,3,4,4,5,3,4,3,4,2,3,3,4,3,4,3,4,2,3,4,5,3,5,4,5,3,3,3,3,3,4,1,0,1,0,1,0,5,6,1,0,1,0,1,0,1,0,2,3,2,3,3,3,2,2,3,3,3,4,2,2,2,2,1,0,3,3,3,3,2,3,2,2,2,3,2,3,2,2,1,0,2,2,10,1,1,2,0,0,0,1,5,서버구축이나 홈페이지 전반적인 실무교육,6,5,3,3,3,4,4,2,3,3,3,3,3,3,3,2,4,4,4,2,3,4,4,4,3,2,4,4,스마트기기에서도 홈페이지 사용 증가로,3,4,5,10,2,1,2,2,2,2,2,2,4,4,3,4,3,없다,"파워포인트, 자바, 포토샵",없다,없다,없다,3,1,30,4,정보통신공학,1,1,1,2600,0,2200,134401
6620,4,4,1,0,4,3,3,4,4,3,1,0,4,3,5,6,5,6,2,1,3,6,5,7,2,4,3,3,3,3,1,0,1,0,3,2,5,6,3,3,4,3,2,3,4,5,5,6,5,6,2,2,3,6,1,0,1,0,2,5,1,0,1,0,3,5,2,3,4,6,3,3,4,4,3,6,4,5,2,3,3,2,13,1,4,2,0,0,0,2,0,0,2,4,2,1,2,2,3,2,1,2,3,4,3,3,2,3,3,2,3,2,4,5,3,4,3,3,3,5,IT기술 발전으로 정보시스템을 관리하고 운영하는 역할 증가,4,5,2,15,1,1,1,2,2,2,2,2,3,4,3,3,3,없다,"PC, MS office, SQL chech",없다,없다,없다,1,1,38,4,전기공학,1,1,1,4300,0,3000,134301
6621,4,6,3,5,3,3,1,0,3,4,4,6,3,5,3,4,5,7,3,4,2,2,2,2,3,5,3,4,3,4,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,3,4,1,0,2,2,4,5,4,4,3,5,3,4,5,5,4,5,4,5,3,3,1,0,3,3,3,5,4,3,3,3,3,5,3,4,18,1,2,2,0,0,0,2,0,0,7,4,4,4,4,3,3,4,4,3,3,4,4,4,4,2,4,3,3,2,2,2,3,3,3,2,2,3,스포츠가 고부가가치를 창출하는 산업활동으로 인식되고 있다,1,3,1,10,2,2,2,2,2,2,2,2,3,3,3,3,3,없다,컴퓨터 등,학생,없다,없다,4,1,31,4,경영학,1,1,1,2800,0,2500,9999999
6622,4,5,3,5,3,4,3,4,3,3,1,0,3,5,3,4,3,4,4,5,2,3,4,5,3,4,2,3,3,4,1,0,1,0,3,3,4,5,2,3,2,3,2,2,2,2,3,3,3,3,3,3,1,0,2,2,2,2,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,13,2,5,2,0,0,0,2,0,0,3,4,4,3,4,4,4,3,3,3,4,4,3,4,4,2,4,4,4,3,3,4,2,3,3,3,4,3,과학분야의 개발과 관련된 사업들은 계속 있으므로,3,2,3,25,2,2,2,2,2,2,2,2,4,5,4,3,3,없다,"엑셀, 분석장비들",없다,모름,없다,2,1,29,4,환경공학,1,1,1,2900,0,2700,121201
6623,3,5,2,3,4,5,3,3,2,3,3,5,3,5,3,5,3,5,3,3,2,4,3,5,3,5,4,6,4,6,2,3,2,3,2,3,4,6,3,3,3,3,2,2,3,4,3,4,3,5,3,5,3,4,3,3,2,3,3,5,3,4,2,3,3,4,3,4,3,5,3,4,3,4,3,4,4,5,3,4,4,5,6,1,2,2,0,0,0,2,0,0,3,5,4,3,3,4,4,3,4,4,4,4,4,3,3,2,4,4,4,3,4,2,3,3,2,2,4,3,건설경기 유지,2,2,4,10,2,1,2,2,2,2,2,2,4,4,4,4,3,없다,"컴퓨터, 워드, 엑셀 프로그램",없다,없다,없다,3,1,32,4,경영학,1,1,1,3300,0,2400,26301
6624,2,2,2,2,1,0,1,0,1,0,1,0,4,6,3,3,4,5,5,6,3,4,1,0,5,6,3,4,3,4,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,3,4,3,4,3,4,1,0,4,4,3,4,4,5,4,5,1,0,4,5,4,4,3,4,3,4,4,5,4,4,2,2,1,0,5,6,3,1,5,2,0,0,0,1,4,분기 경영분석훈련,7,5,4,4,4,4,4,3,2,3,4,4,4,4,4,3,3,3,5,2,4,3,1,1,2,2,3,4,경영환경의 변화가 심해 경영분석 전문기능이 더 필요해서,2,3,1,10,2,2,2,2,2,2,2,2,4,4,4,3,1,없다,전산회계프로그램(unoERP),0,0,0,3,2,25,4,금융정보,1,1,1,2800,0,2500,26101
6625,4,4,3,4,3,3,4,5,3,4,4,4,4,5,3,5,3,4,2,4,4,5,3,5,3,5,3,4,3,4,4,4,3,4,2,4,3,5,4,5,3,4,3,4,4,5,3,4,4,5,4,4,4,4,3,5,3,4,3,5,4,4,3,5,4,4,4,5,4,5,3,4,4,4,4,5,3,4,3,4,3,4,13,1,2,1,치기공사자격,0,0,1,2,"보철제작물 주조, 정교한 연마법",2,5,4,4,4,4,4,4,3,3,4,3,3,3,3,3,4,3,4,3,2,3,2,2,3,2,2,4,치과진료에 관심이 증가,2,2,2,30,1,1,2,2,2,2,2,2,4,4,4,4,3,치기공사,"포세린 퍼니스, 신터링 퍼니스, 드릴",없다,"치위생사, 치기공사 개업",없다,2,2,30,4,치기공학,1,1,1,3800,0,3400,306301
6626,3,4,4,6,4,6,3,4,2,2,2,2,4,5,3,4,3,4,4,5,1,0,3,4,3,5,3,4,3,5,1,0,1,0,1,0,3,5,1,0,1,0,1,0,1,0,2,3,3,4,3,4,3,4,4,5,4,5,2,3,3,4,1,0,3,4,3,4,1,0,1,0,3,4,3,4,2,3,1,0,2,2,8,1,5,2,0,0,0,1,3,"안전한 화물취급 요령, 운송데이터프로그램업무",5,5,4,4,4,4,4,4,4,5,4,4,4,3,3,1,4,4,4,3,3,4,3,4,3,3,3,4,수출임 물량 증가로 항공기 운항 횟수 증가로 인해서,3,2,5,10,2,1,2,2,2,2,2,2,4,4,4,4,3,없다,항공관련시스템,없다,없다,없다,2,1,30,4,경제학,1,1,1,4200,0,4000,28203
6627,5,6,5,6,5,6,5,7,5,6,5,5,5,6,4,5,4,5,3,4,4,5,5,6,3,4,3,4,3,4,4,5,4,5,5,6,2,3,5,6,5,7,5,7,4,6,3,5,3,5,1,0,2,3,5,7,4,5,1,0,1,0,5,7,3,4,3,4,4,5,4,6,5,6,3,4,2,3,4,6,3,6,19,4,1,1,자동차정비사,0,0,2,0,0,4,2,4,4,4,4,4,2,4,0,0,0,4,4,2,1,3,3,2,3,4,2,2,2,2,2,2,1,자동차 성능이 많이 좋아지기 때문,4,1,2,50,1,1,1,1,2,2,2,2,3,3,3,3,3,없음,"스캐너, 얼라이먼트",없음,중고차 매매업,없음,4,1,44,4,자동차,2,6,0,0,6000,0,817201
6628,4,5,5,6,5,6,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,6,4,5,4,5,4,5,4,5,5,7,5,6,2,2,5,7,3,3,4,5,4,5,2,2,4,5,2,2,4,5,4,5,4,5,5,6,4,5,4,5,4,5,3,3,4,5,4,5,4,5,4,5,4,5,2,2,2,2,7,1,1,2,0,0,0,2,0,0,7,2,4,3,3,4,4,4,4,3,3,3,3,4,4,4,3,4,3,3,2,3,3,4,2,3,3,3,꾸준히 필요로 하는 직업이라서,2,2,2,10,2,2,2,2,2,2,2,2,3,3,3,3,2,슈퍼아줌마,"비닐봉투, 포스기",주부,없다,없다,4,2,49,2,상업,2,5,0,0,3000,0,615101
6629,3,4,3,5,1,0,1,0,1,0,1,0,1,0,5,5,4,5,1,0,1,0,3,4,1,0,1,0,4,4,2,2,1,0,1,0,5,5,1,0,1,0,1,0,1,0,3,4,1,0,4,5,3,4,4,5,2,2,3,4,3,3,5,6,4,4,4,4,1,0,5,6,2,3,1,0,3,5,1,0,1,0,11,1,2,2,0,0,0,1,2,현장창구훈련,7,2,4,3,3,3,4,4,4,4,5,5,5,3,4,2,3,3,3,2,4,5,5,4,4,4,4,4,간접 투자에 대한 관심이 높아져서 사무원의 고용이 증가할 것이다,2,3,4,5,2,2,2,2,2,2,1,1,3,4,3,4,3,없다,컴퓨터,없다,없다,없다,3,2,25,2,실업계,1,1,1,3000,0,2700,32401
6630,3,3,1,0,1,0,3,4,3,3,1,0,1,0,1,0,2,2,1,0,3,4,4,5,1,0,1,0,1,0,3,4,3,4,3,3,1,0,3,2,3,3,3,3,1,0,3,4,3,3,1,0,1,0,4,5,1,0,2,3,3,3,2,2,3,4,4,4,1,0,1,0,2,3,1,0,1,0,1,0,1,0,3,3,2,2,0,0,0,2,0,0,5,1,3,2,2,4,3,2,2,3,4,4,4,2,2,2,4,3,2,3,2,2,2,2,4,2,2,2,배우는 사람도 없도 중국 수입품이 많아진다,1,3,1,0,2,2,2,2,2,2,2,2,3,3,4,3,2,없다,"가위, 칼, 망치, 송곳",판매직,없다,없다,2,1,57,1,0,1,1,1,3000,0,1600,864201
6631,2,2,2,2,3,3,1,0,2,1,2,2,3,3,2,1,3,3,2,2,1,0,3,3,3,4,2,3,2,2,2,2,2,2,2,2,2,2,1,0,1,0,1,0,1,0,3,3,2,1,2,3,2,1,2,1,1,0,1,0,2,1,1,0,2,2,2,1,2,2,2,2,1,0,2,1,1,0,1,0,1,0,3,1,2,2,0,0,0,2,0,0,1,4,2,1,3,2,3,4,2,3,4,3,4,2,3,1,2,3,2,2,3,2,3,2,2,3,3,2,기계화로 인해,3,2,2,20,1,1,2,2,1,1,2,1,2,3,3,3,2,없다,컴퓨터,없다,없다,없다,3,1,35,4,축산,1,1,1,3900,0,2400,872301
6632,1,0,1,0,3,3,2,3,1,0,2,3,1,0,2,3,3,3,3,3,1,0,1,0,1,0,3,3,2,3,3,3,3,4,3,4,1,0,3,4,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,1,4,2,0,0,0,2,0,0,2,2,2,2,2,4,3,2,2,2,2,3,2,2,2,4,2,2,2,2,4,3,1,2,4,3,4,2,자동화로 인력이 줄어들것이므로,3,2,4,50,2,2,2,2,2,2,2,2,4,4,2,3,1,없다,압착기,조선소현장직,없다,없다,2,1,43,3,산업설비학,1,1,1,2800,0,1900,873401
6633,4,3,4,4,4,4,2,4,3,4,4,4,3,4,4,3,3,3,4,4,3,3,3,3,3,4,4,4,3,4,4,4,3,4,2,2,3,3,2,2,2,3,1,0,2,2,3,3,3,3,4,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,4,3,3,3,3,3,2,4,3,4,3,3,2,2,2,4,7,1,5,2,0,0,0,1,2,효율적인 재고량 조사,7,2,5,4,3,5,4,4,4,4,4,4,5,3,4,3,3,3,2,2,3,4,4,4,3,4,4,2,경기가 나빠져서 입장이 축소되어서,3,1,4,40,2,1,1,2,2,2,2,2,4,4,4,3,2,언니,없다,없다,없다,없다,3,2,36,3,패션마케팅,1,1,1,2200,0,1300,617901
6634,5,6,4,6,4,6,2,3,3,5,3,5,4,6,3,5,3,5,3,4,2,2,3,4,3,4,2,3,2,3,2,3,2,3,1,0,4,6,2,3,2,2,1,0,1,0,4,5,3,5,4,5,3,5,4,6,2,3,3,5,3,5,2,3,3,4,3,4,2,2,2,3,2,3,3,4,2,4,3,3,2,3,12,1,5,1,감정평가사,0,0,1,5,"부동산 법규, 감정평가 관련 업무지식",6,5,4,3,4,3,4,3,3,3,3,3,3,3,3,2,4,3,4,3,3,3,4,4,3,3,4,3,부동산 자산가치에 대한 중요한 평가업무이므로 변화가 없음,2,3,6,0,2,2,2,2,2,2,2,2,4,4,3,4,3,감정사,"KAIS, ITAMS",없다,없다,없다,3,1,43,4,행정학,1,1,1,6800,0,3000,23401
6635,3,4,2,2,3,3,4,5,3,5,3,4,2,1,4,5,2,2,2,2,1,0,1,0,2,2,1,0,4,4,3,4,3,4,2,1,1,0,2,1,3,4,3,4,1,0,2,2,3,3,3,3,3,4,3,4,3,4,1,0,3,3,1,0,3,3,3,4,1,0,4,4,2,2,4,5,1,0,2,1,4,4,6,1,5,2,0,0,0,2,0,0,7,5,4,4,4,4,4,2,3,3,3,3,3,4,3,2,4,3,3,3,5,5,5,5,4,4,5,3,일자리의 공급과 수요가 일정,1,3,1,0,2,1,2,2,2,1,2,1,3,3,3,3,1,없다,"건축 관련 프로그램, CAD",없다,없다,없다,1,1,33,4,건축공학,1,1,1,4000,0,2600,140207
6636,3,3,2,3,3,3,1,0,3,3,4,4,3,3,2,3,2,3,4,4,5,5,3,5,3,4,2,3,3,4,1,0,1,0,1,0,4,4,1,0,1,0,1,0,1,0,3,3,3,4,3,4,3,4,3,4,1,0,1,0,4,4,1,0,2,4,2,3,1,0,1,0,1,0,3,3,3,3,1,0,1,0,16,5,2,2,0,0,0,1,2,"이팩트, 애니메이션 경험",7,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,4,게임산업이 성장하고 있음,3,2,6,20,2,1,1,1,2,2,2,2,2,3,3,4,2,없다,"포토샵, 스컬트리스, 페인터, 어도비 플래시",0,0,0,3,2,38,5,시각디자인,1,1,1,6000,0,2400,415502
6637,4,5,4,5,4,4,1,0,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,0,1,0,4,4,1,0,4,3,1,0,1,0,4,4,4,3,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,2,0,0,0,1,4,"안전교육, 구조역학",6,6,4,4,2,4,4,3,3,4,3,4,4,4,3,3,4,3,3,2,3,2,3,3,3,2,4,3,시장 규모가 일정함,3,2,4,5,2,2,2,2,2,2,2,2,2,3,4,3,3,없다,"분석도구, 워드, 파워포인트, 엑셀, PC, 보호장비, 메탄올",없다,없다,없다,3,1,38,5,기계공학,1,1,1,4300,0,2600,9999999
6638,4,5,3,4,4,5,2,2,3,4,1,0,2,2,3,4,3,4,4,5,3,4,3,4,4,5,4,5,4,6,3,4,2,2,2,2,3,4,2,2,4,6,2,2,5,7,3,4,3,4,4,5,4,6,3,4,3,3,3,5,4,5,4,6,3,4,3,5,3,3,3,4,2,2,2,2,3,4,3,4,3,4,6,1,3,1,전기기능사,0,0,1,4,현상실습교육,7,4,3,1,1,4,3,2,2,2,2,2,2,2,2,2,4,4,4,3,4,4,4,4,4,4,4,4,자동화 시스템 영향,3,4,2,40,2,2,2,2,2,2,2,2,3,3,3,3,2,없다,"장갑, 헬멧, 안전화, 공구",없다,없다,없다,3,1,41,3,산업디자인,1,1,1,4000,0,2700,831201
6639,3,4,3,4,3,4,2,3,2,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,2,3,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,3,4,3,4,3,4,2,3,2,3,2,3,3,3,3,3,3,3,3,4,2,3,2,3,3,4,3,4,3,4,2,3,2,3,8,1,1,2,0,0,0,2,0,0,2,2,3,2,2,4,4,2,4,0,0,4,3,4,4,2,4,4,4,3,4,4,4,4,4,3,3,4,서비스 산업의 다양화,3,2,2,30,1,1,1,1,1,2,1,1,4,4,4,2,2,"기사, 도우미","자동차운전, 운반기구",영업사원,영업사원,모름,2,1,40,3,수학,1,1,1,3500,0,2500,624101
6640,4,5,3,4,3,5,4,5,3,5,3,5,4,4,3,5,3,4,4,5,3,5,4,5,4,5,3,4,4,5,4,5,3,4,4,5,4,5,4,4,3,4,4,5,3,5,3,5,3,5,3,5,3,5,4,5,3,5,4,5,4,4,3,4,3,5,4,5,3,4,3,4,3,4,4,5,3,4,4,4,3,5,10,1,4,2,0,0,0,2,0,0,5,5,4,3,5,4,3,4,4,4,4,4,4,4,4,1,4,4,4,2,4,4,3,4,3,4,4,4,방송 업무가 많이 늘어서,3,4,2,50,1,1,1,2,2,2,1,1,4,3,4,3,2,없다,"송출장비, 마스터, 스위터",신문사,없다,없다,2,1,43,4,영어영문학,1,1,1,5300,0,2500,136002
6641,1,0,3,4,2,2,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,2,2,4,6,3,4,5,6,2,3,5,7,3,4,4,6,1,0,2,3,3,4,4,5,4,5,4,6,4,6,4,6,3,4,4,6,1,0,1,0,3,4,2,3,2,2,2,3,1,0,1,0,1,0,14,1,2,1,가스기능사,0,0,2,0,0,1,1,4,3,3,4,3,3,4,3,3,4,4,4,3,2,4,3,3,5,4,4,5,4,3,2,3,3,건물관리는 필요로 하기 때문에,2,3,1,10,2,2,1,1,1,2,1,1,4,4,3,4,2,없다,공구,없다,없다,없다,4,1,52,3,기계,1,1,1,3500,0,2300,542001
6642,4,6,5,7,5,6,4,6,4,5,4,5,5,6,5,6,5,6,4,6,4,5,5,6,5,6,5,6,5,6,5,6,4,5,1,0,1,0,1,0,2,2,1,0,1,0,4,6,3,4,5,6,5,6,5,6,4,6,4,5,2,3,2,1,4,6,5,6,5,6,5,5,4,6,4,6,3,3,1,0,1,0,18,1,5,2,0,0,0,1,6,"민첩성,추리력",6,2,5,4,4,4,4,3,4,0,4,4,4,4,3,2,5,5,3,2,2,4,1,2,4,3,4,3,축구에 대한 국민의 관심과 애정,2,3,1,0,2,2,2,1,2,2,2,2,4,4,3,3,2,없다,없다,없다,없다,없다,2,1,37,4,체육학,1,3,2,14000,0,3000,420201
6643,5,4,3,4,3,3,1,0,1,0,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,5,3,3,3,3,1,0,1,0,1,0,4,4,1,0,1,0,1,0,1,0,4,5,3,3,4,4,3,3,3,4,4,4,3,4,4,4,2,2,4,4,4,5,3,5,4,4,3,4,4,4,4,4,3,4,1,0,16,5,2,1,컴퓨터 활용능력,0,0,2,0,0,4,5,3,2,2,4,4,2,2,0,3,3,3,3,2,2,2,2,4,2,3,4,2,4,3,3,3,3,항상 필요한 직업이므로,2,3,1,10,2,1,1,2,2,2,2,2,3,3,4,3,3,없다,컴퓨터,없다,없다,없다,4,2,34,4,컴퓨터학,1,3,2,960,0,840,212901
6644,4,5,4,5,4,5,4,4,4,3,3,3,4,5,5,6,3,3,3,4,3,2,4,6,2,3,5,6,4,5,2,1,1,0,3,3,5,3,1,0,3,3,1,0,1,0,4,5,4,4,2,4,3,4,3,4,1,0,2,4,2,2,2,3,3,2,3,3,3,2,2,1,1,0,2,2,4,5,1,0,5,6,6,1,3,2,0,0,0,2,0,0,5,4,2,2,2,2,1,3,4,4,4,4,4,2,2,4,2,4,4,2,4,5,2,3,5,4,4,2,행정처리 업무가 많음,3,2,2,60,2,1,2,2,2,2,2,2,4,4,2,4,2,없다,CAD,없다,없다,없다,3,2,28,4,토목공학,1,1,1,3900,0,3400,140305
6645,3,4,4,4,3,4,3,4,1,0,1,0,3,4,1,0,1,0,3,4,1,0,2,3,1,0,3,4,3,4,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,3,4,3,4,3,4,1,0,2,2,2,2,1,0,2,2,1,0,1,0,2,2,1,0,1,0,1,0,1,0,3,4,3,4,3,4,8,1,2,2,0,0,0,2,0,0,5,5,3,3,3,3,4,3,3,2,3,3,3,2,3,3,2,3,2,2,3,4,1,2,2,3,3,3,국내에 해상교통을 이용할 수 밖에 없는 섬을 운항하는 선박의 수에 큰 병동이 없어서,3,3,4,10,1,2,2,2,2,2,2,2,3,3,3,3,3,없다,"장갑,PC,MS office프로그램(Excel,word 등)",없다,없다,없다,4,1,28,4,승선학과,1,1,1,3000,0,3000,522201
6646,3,5,3,4,4,3,1,0,2,2,2,2,2,4,3,2,2,2,4,5,4,6,4,4,4,5,3,4,3,5,3,4,2,2,2,2,2,2,1,0,2,3,2,2,2,2,2,5,3,1,3,4,4,5,4,5,2,3,3,4,2,3,4,6,3,4,3,5,3,5,3,5,3,5,3,5,3,2,4,5,3,2,18,4,2,2,0,0,0,1,4,발음교정,5,2,4,3,2,4,4,2,2,0,4,4,3,4,3,2,3,2,3,2,3,5,5,5,1,2,4,3,이미 포화상태이므로,3,2,2,60,2,2,2,2,2,2,2,2,4,4,4,2,2,없다,"무대의상, 대본, 마이크",없다,가수,없다,2,1,28,3,방송연예,1,4,2,2300,0,1600,416204
6647,4,4,4,5,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,3,2,3,2,2,3,4,1,0,3,4,1,0,1,0,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,5,2,2,3,4,3,4,3,4,3,4,3,4,16,5,2,1,중등정교사1급,중등정교사2급,0,2,0,0,6,5,5,5,5,4,4,4,3,3,4,4,4,3,3,2,4,5,4,3,4,3,3,3,3,2,3,2,학생수 감소,3,2,5,10,2,2,2,2,2,2,2,2,4,4,4,4,3,선생님,"컴퓨터, 엑셀, 교과서",학습지교사,교육자료개발자,없다,3,2,49,4,화학교육,1,1,1,4500,0,2000,212101
