idx,sq1,sq2,sq3,sq4,sq5,sq6,sq7,sq8,sq9,sq10,sq11,sq12,sq13,sq14,sq15,sq16,kq1_1,kq1_2,kq2_1,kq2_2,kq3_1,kq3_2,kq4_1,kq4_2,kq5_1,kq5_2,kq6_1,kq6_2,kq7_1,kq7_2,kq8_1,kq8_2,kq9_1,kq9_2,kq10_1,kq10_2,kq11_1,kq11_2,kq12_1,kq12_2,kq13_1,kq13_2,kq14_1,kq14_2,kq15_1,kq15_2,kq16_1,kq16_2,kq17_1,kq17_2,kq18_1,kq18_2,kq19_1,kq19_2,kq20_1,kq20_2,kq21_1,kq21_2,kq22_1,kq22_2,kq23_1,kq23_2,kq24_1,kq24_2,kq25_1,kq25_2,kq26_1,kq26_2,kq27_1,kq27_2,kq28_1,kq28_2,kq29_1,kq29_2,kq30_1,kq30_2,kq31_1,kq31_2,kq32_1,kq32_2,kq33_1,kq33_2,bq1,bq2,bq3,bq4,bq4_1a,bq4_1b,bq4_1c,bq5,bq5_1,bq5_2,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13_1,bq13_2,bq13_3,bq14_1,bq14_2,bq14_3,bq14_4,bq14_5,bq15,bq16_1,bq16_2,bq16_3,bq16_4,bq16_5,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq18_8,bq18_9,bq18_10,bq19,bq20,bq20_1,bq21_1,bq21_2,bq21_3,bq22,bq23,bq24,bq25,bq26,bq27,bq27_1,bq28,bq28_1,bq28_2,bq29,bq30,bq31_1,bq31_2,bq31_3,knowcode
26645,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,2,3,2,2,3,4,2,2,2,2,1,0,3,4,3,4,2,3,2,3,2,2,3,4,2,3,2,2,1,0,3,4,3,3,3,3,1,0,3,4,3,4,3,4,2,3,1,0,1,0,1,0,5,6,5,5,2,2,3,3,1,0,15,2,6,1,전기기사,전기산업기사, ,1,5,안전관리 및 계측장비 운용,6,5,4,3,2,4,4,2,3,3,3,3,3,1.0,3,3.0,2.0,4.0,2.0,2,2.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,"진단장비 도입, 교육필요",1.0,2,업계 내 경쟁력 과다,2,2,3, , , ,1,45,5,전력전자 및 산업응용과,1,1, ,1,40,4500,3000, ,153106
26646,2,4,5,2,1,1,4,4,4,3,5,5,4,3,1,1,2,2,2,2,2,2,5,5,5,5,1,0,1,0,1,0,1,0,1,0,2,2,1,0,2,2,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,2,2,1,0,1,0,1,0,1,0,2,2,2,2,1,0,19,4,1,2, , , ,2, , ,4,1,2,1,1,5,3,3,2,9,9,9,2,4.0,2,2.0,2.0,2.0,2.0,2,2.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,1,구두착용을 많이 하지 않아서 고객수가 많이 줄고 있음,4,3,3,공장에서 일함, , ,1,65,1, ,2, ,6, ,60, , ,1500,561401
26647,4,4,5,5,3,5,3,3,5,3,3,4,4,3,4,4,3,4,3,4,2,3,4,4,5,6,3,4,2,2,1,0,4,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,4,5,3,3,1,0,1,0,3,5,4,5,2,5,2,3,1,0,1,0,2,3,3,4,3,4,2,2,3,4,1,0,19,5,2,2, , , ,2, , ,4,4,4,3,3,4,4,4,4,4,4,4,4,3.0,4,4.0,2.0,3.0,3.0,2,2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,4,창업자들의 증가가 예상되므로,3,3.0,2,사회복지사, , ,2,37,3,사회복지학,1,1, ,1,42.0,4800,2400, ,22103
26648,4,4,5,4,4,4,3,4,4,3,3,4,3,3,3,4,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,2,3,1,0,4,6,3,4,1,0,1,0,1,0,1,0,3,4,3,4,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,2,3,3,4,2,3,6,1,2,2, , , ,2, , ,4,2,2,1,1,3,3,2,2,2,3,3,2,4.0,2,2.0,3.0,4.0,3.0,3,2.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,2,인구가 줄어든다,2,2,2,자영업,유지 보수 시설 직원, ,1,50,2,이,1,3, ,2,52,3000,3000, ,701501
26649,4,4,4,4,4,4,5,5,4,5,5,5,5,5,4,4,4,5,4,5,4,5,3,4,3,6,4,5,4,5,2,3,4,4,4,5,3,4,3,4,3,4,4,5,4,5,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,6,4,6,3,4,3,4,3,4,3,4,3,4,5,6,4,6,4,5,3,4,13,2,6,1,응용지질기사,지질지반기술사,토양환경기사,1,2,"지하수학, 지구물리학 개론 등",3,6,5,4,3,4,5,4,3,3,5,5,4,2.0,3,3.0,5.0,5.0,6.0,5,6.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,정보통신의 발달에 따른 업무환경의 개선,3.0,2,물관리 및 시설관리의 자동화,3,3.0,3, , , ,1,45,6,지구물리학,1,1, ,1,40.0,7000,4000, ,121105
26650,2,2,4,1,4,2,2,2,3,2,2,3,3,2,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,14,1,2,2, , , ,2, , ,2,1,2,2,2,4,1,2,2,1,1,3,3,4.0,1,1.0,4.0,3.0,3.0,4,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,3.0,2,청소 기계들이나 도구등의 발달기술이 발전해서,4,2,3,주부,병원 미화부, ,2,50,2,인문계,1,3, ,2,40,1900,1800, ,561101
26651,5,4,5,5,5,5,3,4,3,5,5,5,5,5,4,5,1,0,2,3,3,3,2,3,1,0,3,5,1,0,3,4,2,4,1,0,3,5,4,4,3,3,2,4,4,4,1,0,2,2,5,5,4,5,1,0,5,6,2,2,4,6,2,2,4,4,1,0,1,0,2,4,2,7,3,3,1,0,3,5,1,0,17,1,2,1,성형외과 전문의, , ,1,6, ,6,5,4,4,4,4,4,5,5,9,4,5,5,4.0,4,4.0,5.0,6.0,4.0,5,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0, ,2.0,2, ,4,5,4, , , ,2,45,4,의예과,2, ,5, ,50, , ,8900,301103
26652,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,3,2,3,2,2,4,5,4,5,4,5,1,0,1,0,1,0,1,0,1,0,1,0,3,3,2,2,1,0,1,0,1,0,1,0,3,4,1,0,1,0,1,0,3,3,2,3,1,0,1,0,1,0,1,0,3,3,1,0,2,2,2,2,1,0,19,1,1,1,이용사자격증, , ,2, , ,1,2,4,3,3,5,4,4,4,4,3,4,4,2.0,4,5.0,5.0,6.0,6.0,5,5.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,1,미장원으로 많이 손님들이가서,2,3,2, , , ,1,62,2, ,2, ,6, ,40, , ,3000,511101
26653,4,3,5,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,2,3,3,4,1,0,3,4,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,5,1,0,1,0,1,0,3,4,2,2,1,0,1,0,2,2,3,4,3,4,3,4,1,0,1,0,1,0,2,2,4,5,1,0,3,4,1,0,15,2,4,2, , , ,1,2,연구방법론 등 분야 강의,5,6,4,4,3,4,4,4,3,3,4,4,4,2.0,3,3.0,4.0,4.0,4.0,4,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,3, ,2,2.0,2, ,대학강사, ,1,44,5,사회복지학,1,1, ,1,40.0,6500,4000, ,110202
26654,3,4,4,2,3,3,3,4,4,3,4,4,3,3,3,2,1,0,1,0,1,0,1,0,1,0,1,0,4,3,1,0,2,2,1,0,1,0,1,0,4,3,1,0,1,0,3,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,3,4,2,3,1,0,1,0,3,1,2,2, , , ,2, , ,7,2,3,2,2,3,3,2,3,3,3,4,3,2.0,3,3.0,4.0,5.0,2.0,3,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,2,건설경기의 침체로 생산량의 감소가 예상되므로,2,1,1,점토생산기조작원, , ,1,43,3,기계공학,1,1, ,1,48,4000,3600, ,826301
26655,4,4,4,3,3,3,3,4,4,3,3,4,3,3,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,2,3,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,3,4,2,3,1,0,1,0,1,0,3,1,3,1,기계조립 기능사, , ,1,3,선박 기계장치 설치 훈련,3,2,3,2,3,3,1,4,3,2,4,3,3,1.0,1,1.0,3.0,4.0,4.0,2,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0, ,2.0,2,조선업의 불황으로 인해,3,3,3, ,선박 정비사, ,1,45,3,기계,1,1, ,1,52,3800,2800, ,817301
26656,5,4,3,3,4,3,3,4,4,4,5,3,3,3,4,4,3,3,3,3,1,0,1,0,3,3,1,0,1,0,1,0,4,3,5,5,1,0,1,0,4,5,3,4,4,4,5,6,3,3,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,4,5,1,0,1,0,4,3,1,0,4,2,4,2, , , ,1,2,안전교육,5,4,4,4,4,5,4,2,3,3,3,4,3,2.0,4,3.0,4.0,3.0,5.0,4,3.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0, ,2.0,3,이동과 변화가 많은 일자리가 아니라서,1,2,1, , , ,1,37,4,기계공학,1,1, ,1,42,5200,3400, ,833001
26657,3,4,3,2,3,2,3,4,3,4,4,4,4,3,2,3,2,2,3,4,3,4,2,2,3,3,2,3,1,0,1,0,2,5,2,2,1,0,1,0,2,2,4,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,0,2,2,3,4,3,4,2,2,2,2,1,0,2,2,3,4,3,4,2,4,2,2,13,1,1,2, , , ,2, , ,3,2,4,3,4,4,4,3,4,3,4,3,4,3.0,4,4.0,4.0,3.0,4.0,4,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,3, ,4,5,4, , , ,2,41,3,세무회계과,1,1, ,1,48,4100,2500, ,222001
26658,5,5,5,1,5,4,5,2,3,3,5,5,5,3,2,1,3,3,1,0,2,2,4,3,4,4,1,0,1,0,1,0,2,2,1,0,1,0,1,0,3,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,19,4,1,2, , , ,2, , ,2,1,3,2,2,4,4,4,3,9,9,9,3,2.0,4,4.0,3.0,3.0,3.0,3,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,2,젊은층이 기피. 소규모 줄고 대형화,3,3,3,양복점 운영, , ,1,63,1, ,2, ,6, ,60, , ,2000,561501
26659,4,4,3,4,3,3,4,4,2,3,4,4,3,4,3,4,4,5,3,5,4,4,2,2,3,2,2,2,2,2,1,0,3,3,2,2,1,0,1,0,1,0,3,3,1,0,1,0,1,0,3,4,3,3,1,0,1,0,1,0,2,2,2,2,2,2,1,0,1,0,1,0,2,2,1,0,2,2,3,4,1,0,14,1,6,1,운전면허1종,경비지도사 자격증, ,2, , ,7,4,4,3,3,3,4,3,4,4,3,4,4,2.0,4,4.0,3.0,3.0,4.0,2,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,4,"CCTV, 무인시스템 증가로 보안 업무를 담당하는 인력이 많이 필요해져서",2,2,2, ,경찰관, ,2,31,4,체육학과,1,1, ,1,48,2100,1850, ,541301
26660,1,3,3,1,1,1,1,3,3,3,3,4,4,1,1,4,1,0,1,0,1,0,4,5,4,3,4,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,0,10,3,2,2, , , ,2, , ,3,1,1,1,1,1,1,1,1,1,1,3,1,4.0,1,1.0,2.0,2.0,2.0,2,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,3.0,1,자동화로,1,1,1,자영업,영업 상담원, ,1,31,2,문,1,1, ,1,66,3200,2000, ,615203
26661,4,4,5,4,4,5,4,4,4,4,4,5,5,3,3,3,1,0,3,4,1,0,1,0,3,4,1,0,1,0,1,0,3,5,2,3,1,0,1,0,3,4,3,4,3,4,3,4,1,0,3,4,1,0,1,0,4,5,3,4,1,0,1,0,3,4,1,0,1,0,1,0,3,4,3,4,1,0,3,4,1,0,17,1,4,1,방사선사면허증, , ,1,2,의학지식 전문용어 암기 및 숙지,3,4,4,4,3,4,4,4,4,4,4,4,4,2.0,3,4.0,5.0,5.0,5.0,4,4.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,4,건강에 관심을 갖는 인구가 늘어나면서 중요한 부분 전문가의 손길이 많이 필요한 분야라서,4,4,3,없다,없다,없다,2,39,4,방사선학,1,1, ,1,52,4000,2500, ,306201
26662,4,4,4,2,1,3,4,5,5,4,4,5,4,5,1,1,3,4,1,0,3,3,4,4,5,3,1,0,3,3,4,4,1,0,1,0,1,0,1,0,2,2,3,4,1,0,1,0,3,2,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,3,4,2,3,3,2,3,3,7,1,1,2, , , ,2, , ,3,1,3,3,2,4,2,2,3,9,9,9,3,2.0,3,2.0,2.0,3.0,3.0,3,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,4,청년 일자리 부족으로 이동 판매원이 늘고 있는 추세라서,2,4,4,식당 서빙,화장품 방문 판매원, ,2,61,1, ,2, ,6, ,65, , ,2300,615501
26663,4,3,3,3,4,4,4,3,3,3,3,4,4,3,3,3,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,0,2,3,4,5,2,1,3,3,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,2,1,1,0,1,0,3,4,1,0,1,0,1,0,2,1,6,4,1,1,타일기능사,산업기사,생산자동화기능사,2, , ,5,4,2,3,3,3,3,3,3,3,4,4,3,2.0,3,3.0,3.0,4.0,3.0,3,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,4,많아진 건물의 유지 보수가 필요할것,2,2,2,서비스직, , ,1,63,1, ,1,4, ,2,50,6000,3000, ,702401
26664,4,4,5,5,5,4,5,5,4,4,4,4,5,5,5,5,1,0,2,2,3,4,4,5,3,4,1,0,1,0,2,2,3,4,1,0,1,0,3,3,2,2,3,4,1,0,1,0,4,4,3,4,4,5,1,0,4,5,3,5,2,5,1,0,3,2,2,4,3,3,1,0,1,0,3,4,1,0,1,0,4,5,17,1,2,1,의사면허, , ,1,6, ,6,5,5,5,5,4,5,4,5,9,9,9,5,3.0,3,4.0,4.0,5.0,5.0,4,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,신 기계 도입과 적응,2.0,4,환경 오염의 중요성과 사람들의 환경 호르몬 등에 노출되서 비염 등 이비인후과 환자들이 많음.,1,5,5, , , ,2,61,4,의예과,2, ,5, ,52, , ,9000,301105
26665,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,3,4,4,5,3,4,3,4,3,4,3,4,2,3,2,2,2,3,3,3,2,3,2,3,4,5,3,4,2,2,2,2,2,2,2,3,2,3,2,3,5,6,4,5,3,4,2,2,2,2,3,3,2,2,2,3,2,3,2,2,2,2,2,2,11,1,2,1,금융자격증, , ,2, , ,7,5,4,4,4,3,4,4,3,3,3,3,3,1.0,3,3.0,3.0,3.0,4.0,3,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,4,고소득 층이 늘어나서 투자하는 사람들이 많아져서,3,3.0,2,사무직, , ,1,39,4,경제학과,1,1, ,1,40.0,5200,3000, ,31101
26666,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,2,2,3,3,4,3,2,2,4,4,1,0,4,5,4,5,4,4,1,0,3,4,4,6,4,4,2,2,1,0,1,0,2,3,1,0,1,0,1,0,4,5,2,2,3,4,1,0,1,0,1,0,4,5,2,2,3,4,2,2,2,2,3,1,2,1,무선설비 기능사,IOT지식검정, ,1,4,펌웨어,6,4,4,2,2,4,4,4,2,3,3,3,3,4.0,2,2.0,2.0,2.0,2.0,2,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,개별업무로 인한 업무과다,3.0,2,기계자동화,2,2,2, , , ,1,38,3,디지털정보전자과,1,1, ,1,40,3300,2600, ,153203
26667,5,5,4,5,5,4,5,4,5,4,5,5,4,5,5,3,2,2,2,2,3,2,4,3,4,3,2,2,1,0,1,0,3,2,3,2,1,0,1,0,4,3,2,2,3,2,3,2,3,2,4,3,4,3,1,0,4,4,4,4,3,2,2,2,2,2,1,0,1,0,3,3,4,4,2,2,2,2,3,2,1,0,17,1,2,1,물리치료사, , ,2, , ,5,5,3,4,4,4,4,4,4,9,3,4,4,2.0,4,4.0,3.0,4.0,5.0,4,4.0,4.0,4.0,2.0,1.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,4,노인인구증가,3,4,4, ,스포츠 트레이너, ,2,34,4,물리치료학,1,1, ,1,48,4100,3000, ,306501
26668,3,5,4,2,3,3,3,5,5,4,4,4,3,3,1,3,2,2,2,2,2,2,2,2,3,3,1,0,1,0,1,0,1,0,1,0,2,2,1,0,2,2,1,0,1,0,1,0,3,2,2,3,1,0,1,0,3,4,3,4,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,2,2,1,0,17,4,1,1,이견미용, , ,1,4,동물의 안전사고 미용도구 사용인지 손님 응대,5,1,4,4,2,3,4,3,3,3,3,3,3,1.0,5,4.0,5.0,5.0,5.0,5,3.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,3, ,3,2,2,종합병원 근무 (병동),창업, ,2,48,3,식품영양학,1,1, ,1,45,2900,1800, ,511501
26669,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,5,3,3,3,3,3,3,2,2,2,3,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,6,4,5,1,0,1,0,3,4,5,7,2,2,2,5,1,0,1,0,1,0,1,0,2,3,1,0,4,5,1,0,13,1,2,2, , , ,2, , ,4,6,4,4,4,2,4,1,2,3,3,2,3,4.0,2,2.0,3.0,3.0,2.0,2,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,4.0,1, ,2,4.0,4,교직원, , ,2,26,5,교육학,1,1, ,1,45.0,3000,3000, ,22103
26670,4,2,3,2,3,2,4,3,3,3,3,4,3,3,1,1,3,4,1,0,3,3,4,3,4,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,2,2,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,3,1,0,4,4,8,4,1,1,건설조종면허, , ,2, , ,7,1,2,2,1,3,3,2,3,9,9,9,3,3.0,4,3.0,4.0,5.0,4.0,4,3.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,2,인구감소와 물동량감소,3,2,3,생산관리사무원, , ,1,50,3,국어국문,2, ,6, ,48, , ,3400,623002
26671,3,4,4,3,4,4,3,4,5,3,4,5,4,3,3,4,2,5,3,5,2,5,4,7,4,5,2,1,2,3,1,0,1,0,2,3,3,5,2,3,1,0,2,4,1,0,1,0,1,0,4,4,1,0,1,0,2,2,3,3,3,6,2,4,3,5,3,7,1,0,2,3,2,2,1,0,3,4,3,4,2,3,19,1,2,1,웨딩플래너, , ,2, , ,4,3,4,4,4,4,4,4,3,3,3,3,3,2.0,4,4.0,4.0,4.0,4.0,2,4.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,1,"미혼자, 독신자 증가로 인해",4,4,2,웨딩홀 주말알바, , ,2,22,2,관광과,1,2, ,2,52,2200,2000, ,512102
26672,3,3,3,1,1,1,1,3,4,3,3,3,3,3,3,3,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,4,5,3,4,1,0,1,0,3,4,3,4,2,3,3,4,1,0,19,4,1,1,TCT, , ,2, , ,2,6,3,3,3,4,4,4,4,9,9,9,4,2.0,4,4.0,5.0,5.0,5.0,5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,2,자동번역서비스 확대,2,2,2, , , ,1,37,5,영문과,1,4, ,2,40,4500,2500, ,411201
26673,4,4,4,4,5,5,5,5,4,4,5,5,5,4,4,5,3,4,4,4,4,5,4,4,5,4,3,5,2,3,3,5,2,4,1,0,2,3,1,0,2,2,1,0,1,0,1,0,1,0,2,5,1,0,1,0,1,0,3,5,4,5,3,4,3,4,1,0,1,0,1,0,4,4,4,4,1,0,4,4,1,0,13,1,1,2, , , ,1,2, ,4,4,4,2,2,3,4,3,3,3,3,3,3,3.0,3,3.0,2.0,2.0,2.0,1,2.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,3.0,3, ,3,4.0,3, , , ,2,48,4,조리과학,1,1, ,1,48.0,2800,2400, ,22103
26674,4,4,4,4,4,4,3,3,3,4,3,3,3,3,4,4,4,3,2,4,3,6,4,6,4,4,3,5,4,5,2,5,2,5,3,4,3,5,1,0,2,4,2,5,1,0,2,4,1,0,4,6,4,6,1,0,3,4,3,5,4,6,3,6,3,6,2,4,1,0,3,5,2,4,3,5,1,0,4,5,1,0,7,1,3,1,유통관리사 1급, , ,1,1,온라인 mkt,3,5,3,3,3,3,3,3,3,9,9,9,3,3.0,3,3.0,3.0,4.0,4.0,4,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"온라인 비지니스 확대, 모바일 기술의 확대",2.0,2,지원 인력의 규모는 축소 예상,3,4.0,1, ,컨설팅 및 교육, ,1,49,4,신문방송학,1,1, ,1,44.0, ,7500, ,12301
26675,4,4,5,4,4,3,4,5,4,3,3,4,4,3,3,3,2,3,2,3,2,3,1,0,2,2,1,0,1,0,1,0,2,3,2,2,1,0,1,0,2,2,2,3,2,2,1,0,2,3,3,5,2,3,2,3,1,0,3,4,3,4,2,3,2,3,1,0,1,0,1,0,1,0,1,0,2,3,2,3,1,0,16,2,2,1,청소년지도사, , ,1,2,수련활동 프로그램을 기획하는 훈련,2,4,4,3,3,4,3,3,3,3,4,4,4,3.0,3,3.0,3.0,3.0,4.0,3,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,4,청소년의 범죄가 급증하고 있어서,3,3,2, , , ,2,34,3,사회복지학,1,1, ,1,34,3000,1800, ,231301
26676,3,4,3,4,4,4,3,4,4,5,4,4,4,3,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,5,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,1,4,2, , , ,1,5,기계조작법,5,2,4,3,3,4,3,3,4,3,4,4,4,2.0,3,2.0,2.0,2.0,2.0,2,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,2,경기가 어려워져서 제조업체가 줄어들거 같다,3,3,3, , , ,1,44,4,통신과,1,1, ,1,52,4000,3500, ,882301
26677,4,4,5,3,5,5,5,4,3,4,5,5,5,4,3,4,1,0,2,2,1,0,1,0,3,3,1,0,3,3,3,3,2,3,2,3,1,0,1,0,4,3,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,3,1,0,1,0,1,0,1,0,3,3,2,2, , , ,1,2,도정기 조작법,2,2,3,3,3,3,4,4,3,3,3,3,3,3.0,3,3.0,6.0,6.0,6.0,6,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,"새로운 조성기 교체, 교반기 교체 사용방법 교육",1.0,4,힘든 일 하려는 사람들이 감소,3,3,3,풀무원, , ,1,27,3,컴퓨터정보,1,3, ,2,40,2500,2500, ,873201
